gbifID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	identifiedBy	scientificName
1022526951	CAS	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	CAS542509	3286	Peter Rubtzoff		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1957-04-28T00:00Z	NA	NA	NA	1957	4	28	28-Apr-57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Sonoma	NA	"Lower Salmon Creek Marsh, along streamlet"	NA	NA	NA	NA	NA	NA	NA	38.3585	-123.0477	1775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Geolocate (copied from CAS538251)	NA	NA	NA	Alnus rubra Bong.
1022542921	RSA	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	RSA133893	8072	John H. Thomas		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1959-08-16T00:00Z	NA	NA	NA	1959	8	16	Aug 16 1959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Santa Cruz	NA	Waddell Creek 2 miles inland from the coast Rancho del Oso.	NA	15 m	NA	NA	NA	NA	NA	37.125	-122.26667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alnus oregona Nutt.
1022596177	UCR	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	UCR142775	24126	"H. E. Parks, S. T. Parks"		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1938-04-01T00:00Z	NA	NA	NA	1938	4	1	Apr 1 1938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Humboldt	NA	"North Coast Spruce Cove, Trinidad"	NA	61 m	NA	NA	NA	NA	NA	41.06194	-124.14833	10000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TopoZoneACS	NA	NA	NA	Alnus rubra Bong.
466036920	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	V196177	NA	Richard R. Halse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1984-02-28T00:00Z	NA	NA	NA	1984	2	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	Oregon	NA	NA	"Polk County, one mile west of Falls City, along Black Rock Road"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Richard R. Halse	Alnus rubra Bong.
466071706	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	V83413	NA	O.V. Matthews	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	Washington	NA	NA	t. norman Nelson farm	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O.V. Mathews	Alnus rubra Bong.
441684265	UWBM	Plants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	26969	NA	Sarah Gage	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2000-06-10T00:00Z	NA	NA	NA	2000	6	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	Oregon	Crook	NA	"Ochoco National Forest: Along Forest Service Road 22, southwest of Walton Lake."	NA	NA	NA	NA	NA	NA	NA	44.43567	-122.016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ken Davis	Alnus rubra Bong.
615430431	CAS	DS	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	urn:catalog:CAS:DS:595372	595372	680	"Thomas, Hazelle A.; Thomas, John H."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	169327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1955-06-26T00:00Z	NA	177	NA	1955	6	26	26-Jun-55	"Soil sandy, white. Common trees: Cupressus pygmaea, Pinus muricata, P. contorta contorta; occasionally: Castanopsis chrysophylla minor, Lithocarpus densiflora, Myrica californica; in moist ravines: Sequoia sempervirens, Alnus oregona; understory dense, of: Rhododendron californicum, Pteridium aquilinum, Gaultheria shallon, Vaccinium ovatum, Arctostaphylos nummularia, Ledum glandulosum, Xerophyllum tenax."	NA	NA	NA	NA	NA	NA	NA	NA	North America; United States; California; Mendocino County	NORTH_AMERICA	NA	NA	NA	US	California	Mendocino County	NA	Pine Barrens about 3 mi SE of town of Fort Bragg	NA	200-300 ft	NA	NA	NA	NA	NA	39.41333	-123.76667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alnus rubra Bong.
615430463	CAS	DS	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	urn:catalog:CAS:DS:86807	86807	19	"Show, S. B."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	169347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1907-02-18T00:00Z	NA	49	NA	1907	2	18	"Feb. 18, 1907"	NA	NA	NA	NA	NA	NA	NA	NA	NA	North America; United States; California; San Mateo County	NORTH_AMERICA	NA	NA	NA	US	California	San Mateo County	NA	VIcinity of Stanford University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alnus rubra Bong.
230668743	GBR004	GBR	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	205757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	NA	NA	NA	Oregon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alnus rubra Bong.
1265536672	iNaturalist	Observations	iNaturalist research-grade observations	NA	HUMAN_OBSERVATION	NA	NA	NA	http://www.inaturalist.org/observations/2637666	2637666	NA	Sarah Jennifer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2016-01-31T00:14Z	23:14:30Z	NA	NA	2016	1	31	Sat Jan 30 2016 15:14:30 GMT-0800 (PST)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	NA	NA	NA	NA	"Mason County, Olympic, Olympic National Park, US-WA, US"	NA	NA	NA	NA	NA	NA	47.5264	-123.34866	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alnus rubra Bong.
1061092472	UCMP	P	NA	NA	FOSSIL_SPECIMEN	Location data available to qualified researchers on request.	NA	NA	NA	470	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pistillate inflorescence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PA994	NA	NA	NORTH_AMERICA	NA	NA	NA	US	California	Marin County	NA	Tomales General	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alnus rubra Bong.
1041255470	UAM	Plant specimens (ALA)	NA	NA	PRESERVED_SPECIMEN	NA	NA	number of labels: 1	urn:occurrence:Arctos:UAM:Herb:42631:1296271	42631	NA	"Collector(s): Elbert L. Little, Jr., Arland S. Harris"		NA	NA	NA	NA	NA	NA	NA	NA	whole organism	NA	NA	NA	NA	ALAAC=54342; original identifier=26706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1972-07-20T00:00Z	NA	NA	202	1972	7	20	72-07-20	"willow thicket, river bottom alluvial"	NA	NA	NA	NA	NA	NA	NA	NA	"North America, United States, Alaska, Bradfield Canal Quad"	NORTH_AMERICA	NA	NA	NA	US	Alaska	NA	NA	"Coast Mts., Kikahe R., 3 km S of Red Slough"	"Coast Mts., Kikahe R., 3 km S of Red Slough"	NA	NA	NA	NA	Alan R. Batten	NA	56.64	-131.89	3615	NA	NA	decimal degrees	NA	NA	NA	NA	Alan R. Batten	00:00.0	not recorded	unknown	unverified	NA	unknown	Alnus rubra Bong.
1041255576	UAM	Plant specimens (ALA)	NA	NA	PRESERVED_SPECIMEN	NA	NA	number of labels: 1	urn:occurrence:Arctos:UAM:Herb:42791:544767	42791	NA	Collector(s): Bonita J. Neiland		NA	NA	NA	NA	NA	NA	NA	NA	whole organism	NA	NA	NA	NA	ALAAC=V102250; original identifier=1094	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1964-06-27T00:00Z	NA	NA	179	1964	6	27	64-06-27	river edge	NA	NA	NA	NA	NA	NA	NA	NA	"North America, United States, Alaska, Sitka Quad, Sitka National Historical Park"	NORTH_AMERICA	NA	NA	NA	US	Alaska	NA	NA	"Sitka National Historical Park, N side Indian R."	"Sitka National Historical Park, N side Indian R."	NA	NA	NA	NA	Alan R. Batten	NA	57.05	-135.31	3615	NA	NA	decimal degrees	NA	NA	NA	NA	Alan R. Batten	00:00.0	not recorded	unknown	unverified	NA	unknown	Alnus rubra Bong.
1041256458	UAM	Plant specimens (ALA)	NA	NA	PRESERVED_SPECIMEN	NA	NA	number of labels=1	urn:occurrence:Arctos:UAM:Herb:43528:1079530	43528	NA	Collector(s): S. G. Taylor		NA	NA	NA	NA	NA	NA	NA	NA	whole organism	NA	NA	NA	NA	ALAAC=39415; original identifier=3	NA	NA	NA	NA	NA	NA	<i>Alnus rubra</i> (accepted ID) identified by unknown on 2004-10-18; method: legacy	NA	NA	NA	NA	NA	1968-05-17T00:00Z	NA	NA	138	1968	5	17	68-05-17	beaches to timberline	NA	NA	NA	NA	NA	NA	NA	NA	"North America, United States, Alaska, Juneau Quad, Tongass National Forest, Alexander Archipelago"	NORTH_AMERICA	NA	Alexander Archipelago	NA	US	Alaska	NA	NA	"Coast Mts., Mendenhall Gl. (incl. visitor center), flats"	"Coast Mts., Mendenhall Gl. (incl. visitor center), flats"	NA	NA	NA	NA	Alan R. Batten	NA	58.41	-134.66	3615	NA	NA	decimal degrees	NA	NA	NA	NA	Alan R. Batten	00:00.0	not recorded	unknown	unverified	NA	unknown	Alnus rubra Bong.
1020831521	UC	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	UC13485	NA	H. P. Chandler		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1902-03-13T00:00Z	NA	NA	NA	1902	3	13	Mar 13 1902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Marin	NA	Mill Valley	NA	NA	NA	NA	NA	NA	NA	37.90594731	-122.5446725	2225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Terrain Navigator 1:24,000"	NA	NA	NA	Alnus rubra Bong.
1020992529	RSA	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	RSA46834	4368	Doris K. Kildale		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1928-03-30T00:00Z	NA	NA	NA	1928	3	30	Mar 30 1928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Humboldt	NA	Big Lagoon.	NA	NA	NA	NA	NA	NA	NA	41.183	-124.1065	3500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GoogleMaps via BerkeleyMapper (copied from DS161734)	NA	NA	NA	Alnus oregona Nutt.
1021167918	UCD	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	UCD110043	45	Bob Rodin		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1943-02-26T00:00Z	NA	NA	NA	1943	2	26	02 26 1943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Alameda	NA	"Alameda County: Strawberry Canyon, University of California Campus, Berkeley"	NA	NA	NA	NA	NA	NA	NA	37.87624047	-122.2386752	1286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Terrain Navigator 5.03 1:24000 (copied from JEPS113080)	NA	NA	NA	Alnus rubra Bong.
1021184999	UCD	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	UCD110034	1602	Linda M. Barker		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1976-06-14T00:00Z	NA	NA	NA	1976	6	14	06 14 1976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Humboldt	NA	Humboldt County: Lanphere-Christensen Dunes. 3 miles west of Arcata	NA	NA	NA	NA	NA	NA	NA	40.89166655	-124.1446618	1250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Terrain Navigator Pro (copied from HSC40342)	NA	NA	NA	Alnus rubra Bong.
1021602781	HSC	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	HSC62778	89	M. Dean Griswold Jr.		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1979-05-30T00:00Z	NA	NA	NA	1979	5	30	May 30 1979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Humboldt	NA	Along rd. up Jolly Giant Creek	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alnus rubra Bong.
1021742467	DS	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	DS218535	1767	Carl B. Wolf		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1930-10-26T00:00Z	NA	NA	NA	1930	10	26	26-Oct-30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Humboldt	NA	"SO edge of Bog Lagoon, near Redwood Highway Bridge"	NA	30 ft	NA	NA	NA	NA	NA	41.1593	-124.11	625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GoogleMaps via BerkeleyMapper	NA	NA	NA	Alnus rubra Bong.
1021989494	HSC	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	HSC60449	587	Linda M. Barker		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1975-05-25T00:00Z	NA	NA	NA	1975	5	25	May 25 1975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Del Norte	NA	"Old Gasquet Toll Rd, 6.5-7.5 mi. N of Patrick Creek jct."	NA	732 m	NA	NA	NA	NA	NA	41.9727	-123.8062	1605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GoogleMaps via BerkeleyMapper (copied from HSC60392)	NA	NA	NA	Alnus rubra Bong.
918953736	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	NA	NA	NA	149886	V71258	6261	Albert N. Steward; David Steward	NA	NA	NA	NA	NA	NA	NA	NA	NA	mounted	NA	NA	NA	NA	NA	"Dominant, Tree to 10m, staminate catkins brownish red, pistillate catkins purplish red"	NA	NA	NA	NA	NA	"Alnus rubra by Albert N. Steward, David Steward 1953"	NA	NA	NA	NA	NA	1953-03-28T00:00Z	NA	NA	NA	1953	3	28	1953 Mar 28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	Oregon	NA	NA	"Columbia County, 1 mile east of Route 47, along Oak Ranch Creek"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Albert N. Steward; David Steward	Alnus rubra Bong.
88557075	Agriculture &#38; Agri-Food Canada	DAO	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	472761	NA	O. Matthews	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1947	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	Oregon	Multnomah	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alnus rubra Bong.
60038340	USU	UTC	NA	NA	UNKNOWN	NA	NA	NA	NA	99370	NA	JP Tracy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1930-11-16T00:00Z	NA	NA	NA	1930	11	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Humboldt	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alnus rubra Bong.
1234802546	UO MNH	F -	NA	NA	FOSSIL_SPECIMEN	NA	NA	NA	NA	114688	NA	"Retallack, Gregory"	NA	NA	NA	NA	NA	NA	NA	NA	NA	fossil - 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NORTH_AMERICA	NA	NA	NA	US	Oregon	Malheur County	NA	UO 12354 Beulah Reservoir	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Retallack, Gregory"	Alnus oregana Nutt.
1140424839	Naturalis	Botany	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	http://data.biodiversitydata.nl/naturalis/specimen/U.1143656	U.1143656	NA	Maino  A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1964-03-29T00:00Z	NA	NA	NA	1964	3	29	64-03-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	NA	NA	NA	Marin Co. Laurel Road at Inverness from junction with Iverness Way.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alnus oregana Nutt.
1020774598	DS	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	DS159235	796	Carl B. Wolf		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1927-08-22T00:00Z	NA	NA	NA	1927	8	22	8/ 22 / 27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Humboldt	NA	Big Lagoon	NA	NA	NA	NA	NA	NA	NA	41.1865	-124.1095	3150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GoogleMaps via BerkeleyMapper (copied from CAS204058)	NA	NA	NA	Alnus rubra Bong.
1020802585	CHSC	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	CHSC23735	1137	M. S. Taylor		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1976-06-05T00:00Z	NA	NA	NA	1976	6	5	06 05 1976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Monterey	NA	"On w side of Bixby Creek, at junc of Bixby Creek and the Old Coast Rd, ca. 1&frac12; mi s of junc of Old Coast Rd and Hwy 1, ca. 18 mi s of Carmel"	NA	300 ft	NA	NA	NA	NA	NA	36.36972	-121.8925	206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coordinates added by herbarium	NA	NA	NA	Alnus rubra Bong.
1021084198	DS	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	DS132618	s.n.	E. A. McGregor		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1921-07-24T00:00Z	NA	NA	NA	1921	7	24	24-Jul-21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Del Norte	NA	Requa. 4 miles E (up river) on Terwah road	NA	NA	NA	NA	NA	NA	NA	41.5469	-124.0683	761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Geolocate (copied from CAS510752)	NA	NA	NA	Alnus rubra Bong.
1021117950	DS	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	DS680865	17668	John H. Thomas		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1974-12-29T00:00Z	NA	NA	NA	1974	12	29	"Dec. 29, 1974"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Santa Clara	NA	Stanford University. Frenchman\'s Hill residence area	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alnus rubra Bong.
1021290623	CAS	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	CAS114990	2295	Alice Eastwood		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1912-09-19T00:00Z	NA	NA	NA	1912	9	19	"Sept. 19, 1912"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Del Norte	NA	Crescent City	NA	NA	NA	NA	NA	NA	NA	41.7623	-124.2027	3275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GoogleMaps via BerkeleyMapper (copied from A362699)	NA	NA	NA	Alnus rubra Bong.
1021699662	CAS	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	CAS823057	1136	"Clare R. Wheeler, Gladys L. Smith"		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1979-03-28T00:00Z	NA	NA	NA	1979	3	28	28-Mar-79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Mendocino	NA	"Hales Grove, 7 mi SW of Leggett. Found along Georgia Pacific access road, off Route 208"	NA	1150 ft	NA	NA	NA	NA	NA	39.8178	-123.7811	984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Geolocate (copied from HSC85444)	NA	NA	NA	Alnus rubra Bong.
1021699728	CAS	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	CAS823055	679	Clare R. Wheeler		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1978-08-30T00:00Z	NA	NA	NA	1978	8	30	30-Aug-78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Mendocino	NA	"Usal Creek, Usal"	NA	10 ft	NA	NA	NA	NA	NA	39.8349	-123.8431	808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Geolocate	NA	NA	NA	Alnus rubra Bong.
1021712873	DS	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	DS2328181	2344	C. B. Wolf		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1931-08-22T00:00Z	NA	NA	NA	1931	8	22	22-Aug-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Marin	NA	"1/2 mile S of Inverness, along the shore of Tomales Bay"	NA	NA	NA	NA	NA	NA	NA	38.0935	-122.848	1000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Geolocate (copied from CAS281590)	NA	NA	NA	Alnus rubra Bong.
