gbifID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	identifiedBy	scientificName
1021087785	CHSC	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	CHSC20624	2055	Robert A. Schlising		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1962-02-18T00:00Z	NA	NA	NA	1962	2	18	02 18 1962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Marin	NA	"6 mi NW of Point Reyes Station, on Sir Francis Drake Highway"	NA	NA	NA	NA	NA	NA	NA	38.10833	-122.88167	1650	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coordinates added by herbarium	NA	NA	NA	Alnus rubra Bong.
1021135191	CAS	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	CAS281590	2344	C. B. Wolf		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1931-08-22T00:00Z	NA	NA	NA	1931	8	22	22-Aug-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Marin	NA	"1/2 mile S of Inverness, along the shore of Tomales Bay"	NA	NA	NA	NA	NA	NA	NA	38.0935	-122.848	1000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Geolocate	NA	NA	NA	Alnus rubra Bong.
1021591993	RSA	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	RSA174010	18991	R. F. Thorne		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1957-09-02T00:00Z	NA	NA	NA	1957	9	2	Sep 2 1957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Humboldt	NA	"Eel River. Burlington State Park, just S of Weott."	NA	NA	NA	NA	NA	NA	NA	40.3087	-123.9096	603	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GoogleMaps via BerkeleyMapper	NA	NA	NA	Alnus oregona Nutt.
1021912689	HSC	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	HSC13115	31	"C. Kline, D. Santana"		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Oct-70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Humboldt	NA	HSC Campus	NA	NA	NA	NA	NA	NA	NA	40.8754	-124.0787	530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GoogleMaps via BerkeleyMapper	NA	NA	NA	Alnus rubra Bong.
883542334	US	Botany	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	http://n2t.net/ark:/65665/326077e6a-c961-4cd4-b2e0-cf82911001a5	USw3717.2765135	U.S.N.A.345	Collector unknown		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Genbank:	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-- --- ----	NA	NA	NA	NA	NA	NA	NA	NA	NA	"North America, United States"	NORTH_AMERICA	NA	NA	NA	US	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alnus rubra Bong.
1022144461	JEPS	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	JEPS79559	1643	Edward Lee		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1935-09-08T00:00Z	NA	NA	NA	1935	9	8	Sep 8 1935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Alameda	NA	"Berkeley Hills, Strawberry Canyon"	NA	NA	NA	NA	NA	NA	NA	37.87337053	-122.2385851	1148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Terrain Navigator 5.03 1:24000	NA	NA	NA	Alnus rubra Bong.
1022152863	HSC	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	HSC12947	27	Steve Dorei		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1970-10-09T00:00Z	NA	NA	NA	1970	10	9	Oct 9 1970	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Humboldt	NA	"Arcata, near NE entrance to Wildlife building on Humboldt State University campus"	NA	NA	NA	NA	NA	NA	NA	40.8747	-124.0767	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GoogleMaps via BerkeleyMapper	NA	NA	NA	Alnus rubra Bong.
1022194815	DS	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	DS595372	680	"Hazelle A. Thomas, John H. Thomas"		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1955-06-26T00:00Z	NA	NA	NA	1955	6	26	26-Jun-55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Mendocino	NA	Pine Barrens about 3 mi SE of town of Fort Bragg	NA	200-300 ft	NA	NA	NA	NA	NA	39.41333	-123.76667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alnus rubra Bong.
1022402170	DS	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	DS182814	4273	Doris K. Kildale		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1928-02-17T00:00Z	NA	NA	NA	1928	2	17	"Feb. 17, 1928"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Humboldt	NA	Patricks Point	NA	NA	NA	NA	NA	NA	NA	41.1378	-124.1615	1400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GoogleMaps via BerkeleyMapper (copied from DS182807)	NA	NA	NA	Alnus rubra Bong.
1022438046	HSC	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	HSC3391	1138	J. W. Johnson		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1962-03-15T00:00Z	NA	NA	NA	1962	3	15	Mar 15 1962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Humboldt	NA	"Along Lanphere Lane near the swamp, Samoa Peninsula"	NA	NA	NA	NA	NA	NA	NA	40.8948	-124.1423	572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GoogleMaps via BerkeleyMapper	NA	NA	NA	Alnus rubra Bong.
1022445286	SBBG	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	SBBG1278	3708	"H. Dearing, M. Dearing"		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1939-06-25T00:00Z	NA	NA	NA	1939	6	25	Jun 25 1939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Trinity	NA	Mad River Public Camp	NA	NA	NA	NA	NA	NA	NA	40.40378077	-123.4648387	1000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Terrain Nav. v. 8.7	NA	NA	NA	Alnus rubra Bong.
1022497171	UC	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	UC1197951	1382	J. P. Tracy		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1902-04-19T00:00Z	NA	NA	NA	1902	4	19	Apr 19 1902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Alameda	NA	hills near Berkeley; Region about San Francisco Bay	NA	400 ft	NA	NA	NA	NA	NA	37.8721	-122.2287	2850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GoogleMaps via BerkeleyMapper	NA	NA	NA	Alnus rubra Bong.
1022597769	UC	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	UC503098	9113	Joseph P. Tracy		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1930-07-27T00:00Z	NA	NA	NA	1930	7	27	Jul 27 1930	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Humboldt	NA	"near Petrolia; North Coast Region, Mattole River"	NA	50 ft	NA	NA	NA	NA	NA	40.32485486	-124.2857963	1663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(copied from JEPS45971)	NA	NA	NA	Alnus rubra Bong.
1090263784	BPBM	BISH	Herbarium Pacificum World Specimens	BPBM	PRESERVED_SPECIMEN	NA	NA	NA	b9ca4a4b-940a-4bd5-a457-740946911f41	628636	Collector Number: 3382	"Halse, R.R."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	in collection	NA	NA	NA	NA	Shrub 3.6 m tall;	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1987-03-20T00:00Z	NA	79	79	1987	3	20	20-Mar-87	"Along the rocky banks of creek.  Assoc. genera: Salix, Tanacetum, Hypericum, Bopulus, Holcus, Rubus."	NA	NA	NA	NA	NA	Americas	NA	NA	NA	NORTH_AMERICA	NA	NA	NA	US	Washington	NA	NA	"Skamania Co., Columbia River Gorge."" Woodward Creek by Marine Park just S of Beacon Rock. T2N, R6E, Sec 35"	"Plants of Washington:  Skamania Co., Columbia River Gorge.""  Woodward Creek by Marine Park just S of Beacon Rock.  T2N, R6E, Sec 35."	12 m	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alnus rubra Bong.
991800331	MB	MBcoll	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	http://id.snsb.info/Collection/472922-582276-254000	MB-215052 / 582276 / 254000	NA	"Henssen, A. (no. AH 13545)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1961-10-22T00:00Z	NA	NA	NA	1961	10	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	NA	NA	NA	"Washington ,King Co. , Carnation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alnus rubra Bong.
1228280549	F	Botany	Great Lakes TCN	F	PRESERVED_SPECIMEN	NA	NA	NA	e30a21e0-e979-4797-82c3-f2e23f9fd3d7	Great Lakes TCN	9	D. R. Simpson	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3016236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1962-08-09T00:00Z	NA	NA	NA	1962	8	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"North America, U.S.A., Washington"	NORTH_AMERICA	NA	NA	NA	US	Washington	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47	-120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alnus rubra Bong.
1228380544	F	Botany	Great Lakes TCN	F	PRESERVED_SPECIMEN	NA	NA	NA	2f8e337b-f2e5-48c1-b269-b200a6e6dc1b	Great Lakes TCN	5294	E. I. Applegate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3016207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1927-08-23T00:00Z	NA	NA	NA	1927	8	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"North America, U.S.A., California"	NORTH_AMERICA	NA	NA	NA	US	California	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37	-119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alnus rubra Bong.
1228485600	F	Botany	Great Lakes TCN	F	PRESERVED_SPECIMEN	NA	NA	NA	4f572946-a4f9-4066-9c49-44d207e5c7b6	Great Lakes TCN	2184	W. N. Suksdorf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3016239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1893-01-30T00:00Z	NA	NA	NA	1893	1	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"North America, U.S.A., Washington"	NORTH_AMERICA	NA	NA	NA	US	Washington	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47	-120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alnus rubra Bong.
1041254116	UAM	Plant specimens (ALA)	NA	NA	PRESERVED_SPECIMEN	NA	NA	number of labels: 1	urn:occurrence:Arctos:UAM:Herb:41440:397339	41440	NA	"Collector(s): Elbert L. Little, Jr."		NA	NA	NA	NA	NA	NA	NA	NA	whole organism	NA	NA	NA	NA	ALAAC=58646; original identifier=18046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1961-05-06T00:00Z	NA	NA	126	1961	5	6	61-05-06	"rocky volcanic soil, thuja-tsuga forest"	NA	NA	NA	NA	NA	NA	NA	NA	"North America, United States, Alaska, Ketchikan Quad, Misty Fjords National Monument"	NORTH_AMERICA	NA	NA	NA	US	Alaska	NA	NA	"Coast Mts., Weasel Cove, Boca De Quadra"	"Coast Mts., Weasel Cove, Boca De Quadra"	NA	NA	NA	NA	Alan R. Batten	NA	55.13	-130.83	3615	NA	NA	decimal degrees	NA	NA	NA	NA	Alan R. Batten	00:00.0	not recorded	unknown	unverified	NA	unknown	Alnus rubra Bong.
1041256444	UAM	Plant specimens (ALA)	NA	NA	PRESERVED_SPECIMEN	NA	NA	number of labels=1	urn:occurrence:Arctos:UAM:Herb:43527:1354380	43527	NA	Collector(s): Mary C. Stensvold		NA	NA	NA	NA	NA	NA	NA	NA	whole organism	NA	NA	NA	NA	ALAAC=91541; original identifier=4145	NA	NA	NA	NA	NA	NA	<i>Alnus rubra</i> (accepted ID) identified by unknown on 2004-10-18; method: legacy	NA	NA	NA	NA	NA	1980-09-13T00:00Z	NA	NA	257	1980	9	13	80-09-13	forest-beach ecotone	NA	NA	NA	NA	NA	NA	NA	NA	"North America, United States, Alaska, Juneau Quad, Tongass National Forest, Alexander Archipelago"	NORTH_AMERICA	NA	Alexander Archipelago	NA	US	Alaska	NA	NA	"Coast Mts., Slate Cr., Berners Bay, NW part of Berners Bay at Slate Cr."	"Coast Mts., Slate Cr., Berners Bay, NW part of Berners Bay at Slate Cr."	NA	NA	NA	NA	Alan R. Batten	NA	58.79	-135.03	3615	NA	NA	decimal degrees	NA	NA	NA	NA	Alan R. Batten	00:00.0	not recorded	unknown	unverified	NA	unknown	Alnus rubra Bong.
1020957302	JEPS	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	JEPS58598	1711	W. L. Jepson		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1901-07-21T00:00Z	NA	NA	NA	1901	7	21	Jul 21 1901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Marin	NA	Inverness	NA	NA	NA	NA	NA	NA	NA	38.10093051	-122.8556221	4161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Terrain Navigator 1:24,000"	NA	NA	NA	Alnus rubra Bong.
1020957577	RSA	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	RSA181202	11456	John H. Thomas		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1965-11-26T00:00Z	NA	NA	NA	1965	11	26	Nov 26 1965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	San Mateo	NA	At intersection of Tunitas Creek Road and Lobos Creek cutoff.	NA	122 m	NA	NA	NA	NA	NA	37.37667	-122.37333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alnus oregona Nutt.
1021171205	CAS	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	CAS168780	2352	John Thomas Howell		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1927-04-23T00:00Z	NA	NA	NA	1927	4	23	"Apr. 23, 1927"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Marin	NA	Between Muir Woods and Big Lagoon in Franklin Ca&ntilde;on [canyon]	NA	50-100 ft	NA	NA	NA	NA	NA	37.9002	-122.6105	4500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Geolocate	NA	NA	NA	Alnus rubra Bong.
1021285487	CAS	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	CAS114989	12288	Alice Eastwood		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1923-08-12T00:00Z	NA	NA	NA	1923	8	12	"Aug. 12, 1923"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Del Norte	NA	Gasquets	NA	NA	NA	NA	NA	NA	NA	41.8454	-123.9711	1500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GoogleMaps via BerkeleyMapper (copied from A382430)	NA	NA	NA	Alnus rubra Bong.
1021984610	JEPS	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	JEPS46399	NA	W. L. Jepson		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Circa 1900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Alameda	NA	Strawberry Canyon	NA	NA	NA	NA	NA	NA	NA	37.87337053	-122.2385851	1148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Terrain Navigator 5.03 1:24000	NA	NA	NA	Alnus oregona Nutt.
1022076745	DS	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	DS180199	5747	Doris K. Kildale		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1928-07-22T00:00Z	NA	NA	NA	1928	7	22	22-Jul-28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Del Norte	NA	Klamath River - 2 miles N of - on road to Crescent City	NA	NA	NA	NA	NA	NA	NA	41.5451	-124.0516	1250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GoogleMaps via BerkeleyMapper (copied from DS185583)	NA	NA	NA	Alnus rubra Bong.
1022194665	DS	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	DS595378	1751	J. H. Thomas		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1950-04-30T00:00Z	NA	NA	NA	1950	4	30	30-Apr-50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Santa Cruz	NA	About 2 milesup Waddell Creek from coast	NA	100 ft	NA	NA	NA	NA	NA	37.125	-122.26667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alnus rubra Bong.
1022195012	DS	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	DS595373	2760	J. H. Thomas		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1953-02-08T00:00Z	NA	NA	NA	1953	2	8	"Feb. 8, 1953"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Santa Cruz	NA	"Rancho del Oso. Along Waddell Creek, about 2 miles from the coast."	NA	150 ft	NA	NA	NA	NA	NA	37.12167	-122.265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alnus rubra Bong.
1022209741	UC	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	UC1193071	103	R. E. Nelson		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1949-08-25T00:00Z	NA	NA	NA	1949	8	25	Aug 25 1949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Mendocino	NA	4 mi e Mendocino City; Quad 45A3	NA	150 ft	NA	NA	NA	NA	NA	39.30359862	-123.7206283	825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	trs2LL	NA	NA	NA	Alnus rubra Bong.
1022323980	CAS	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	CAS497997	s.n.	E. M. Zeile		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1920-03-20T00:00Z	NA	NA	NA	1920	3	20	3/ 20- \'20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Alameda	NA	Berkeley	NA	NA	NA	NA	NA	NA	NA	37.8697	-122.2686	4500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GoogleMaps via BerkeleyMapper (copied from POM136960)	NA	NA	NA	Alnus rubra Bong.
45546178	"California State University, Chico"	Herbarium	NA	NA	UNKNOWN	NA	NA	NA	NA	12310	NA	D. E. Hobbs	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1965-07-31T00:00Z	NA	NA	NA	1965	7	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	Washington	Whatcom	NA	Bench below Coleman Galcier. Muddy ground.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alnus rubra Bong.
1258288103	MO	MO	Tropicos	MOBOT	PRESERVED_SPECIMEN	NA	NA	NA	urn:catalog:MO:Tropicos:1079187	1079187	Miller 8698	James S. Miller|et al.		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	635	1996-08-09T00:00Z	NA	NA	NA	1996	8	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NORTH_AMERICA	NA	NA	NA	US	Washington	Clallam	NA	Along the Calawah River just north of Forks.	NA	NA	NA	NA	NA	NA	NA	47.96555	-124.38888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	James S. Miller (MO)	Alnus rubra Bong.
1259021974	MO	MO	Tropicos	MOBOT	PRESERVED_SPECIMEN	NA	NA	NA	urn:catalog:MO:Tropicos:1774159	1774159	Morris 410	Katherine L. Morris|David B. Dunn|Melvin L. Conrad	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1973-06-08T00:00Z	NA	NA	NA	1973	6	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NORTH_AMERICA	NA	NA	NA	US	California	Mendocino	NA	"Found in a fern glen along Hwy 208, 13.9 mi W of jct. of Hwy 101 and 208."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alnus oregana Nutt.
1261418168	MO	MO	Tropicos	MOBOT	PRESERVED_SPECIMEN	NA	NA	NA	urn:catalog:MO:Tropicos:700759	700759	Schmidt 820	Heidi H. Schmidt|et al.		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	1993-06-08T00:00Z	NA	NA	NA	1993	6	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NORTH_AMERICA	NA	NA	NA	US	California	Marin	NA	"Mount Tamalpais State Park, on Muir Wood Road. 3 miles E of California State Highway # 1."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	James S. Miller	Alnus rubra Bong.
51747079	OSC	OSC	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	OSC46574	NA	O.V. Matthews	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1940-10-03T00:00Z	NA	NA	NA	1940	10	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NORTH_AMERICA	NA	NA	NA	US	Oregon	Washington	NA	T. Norman Nelson Farm.	NA	NA	NA	NA	NA	NA	NA	45.7002	-122.9597	804.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Chambers, H."	Alnus rubra Bong.
