gbifID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	identifiedBy	scientificName	acceptedNameUsage	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
918844515	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	NA	V177022	518	Wynne Gorman	NA	NA	"Cassiope mertensiana by Wynne Gorman 1977; Cassiope mertensiana subsp. mertensiana Det. Gary Wallace 2009, Rancho Santa Ana Botanic Garden; Cassiope mertensiana subsp. mertensiana Con. Jamie D. Fenneman 2013, University of British Columbia Herbarium"	NA	NA	NA	NA	NA	1977-09-03T00:00Z	NA	NA	NA	1977	9	3	1977 Sep 03	marsh	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	"near Great Glacier, Stikine River Basin"	NA	NA	NA	NA	NA	NA	NA	57.93333	-129	NA	NA	NA	NA	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gary Wallace	Cassiope mertensiana (Bongard) D. Don subsp. mertensiana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
918954314	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	NA	V150417	5634	Roy L. Taylor; Charles E. Beil; Christopher J. Marchant; Stephen J. Oliver	NA	NA	"Cassiope mertensiana var. mertensiana by Roy L. Taylor, Charles E. Beil, Christopher J. Marchant, Stephen J. Oliver 1972; Cassiope mertensiana subsp. mertensiana Det. Gary D. Wallace 1991, Flora of North America; Cassiope mertensiana subsp. mertensiana Con. Jamie D. Fenneman 2013, University of British Columbia Herbarium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1972 Aug 15-25	on moss hummocks at edge of meadow and through open wood margins	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Ilgachuz Mountains north of Anahim Lake, Festuca Creek"	NA	5350- 5500 ft	NA	NA	NA	NA	NA	52.75	-125.25	NA	NA	NA	NA	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gary Wallace	Cassiope mertensiana (Bongard) D. Don subsp. mertensiana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
918956336	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	NA	V82570	189	W.W. Mair	NA	NA	"Cassiope mertensiana by John W. Eastham 1960; Cassiope mertensiana subsp. mertensiana Det. Gary Wallace 2009, Rancho Santa Ana Botanic Garden"	NA	NA	NA	NA	NA	1949-07-27T00:00Z	NA	NA	NA	1949	7	27	1949 Jul 27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CA	Alberta	NA	NA	"Banff National Park, Boom Lake area"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gary Wallace	Cassiope mertensiana (Bongard) D. Don subsp. mertensiana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
918956390	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	NA	V15892	s.n.	F. Perry	NA	NA	"Cassiope mertensiana by F. Perry 1937; Cassiope mertensiana subsp. mertensiana Det. Gary Wallace 2009, Rancho Santa Ana Botanic Garden; Cassiope mertensiana subsp. mertensiana Con. Jamie D. Fenneman 2013, University of British Columbia Herbarium"	NA	NA	NA	NA	NA	1934-08-01T00:00Z	NA	NA	NA	1934	8	1	1934 Aug	moss heather	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	Dam Mountain	NA	NA	NA	NA	NA	NA	NA	49.38333	-122.93333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gary Wallace	Cassiope mertensiana (Bongard) D. Don subsp. mertensiana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
918956538	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	NA	V84091	179	Adam F. Szczawinski	NA	NA	"Cassiope mertensiana by John W. Eastham 1960; Cassiope mertensiana subsp. mertensiana Det. Gary Wallace 1991, Flora of North America; Cassiope mertensiana subsp. mertensiana Con. Jamie D. Fenneman 2013, University of British Columbia Herbarium"	NA	NA	NA	NA	NA	1959-07-02T00:00Z	NA	NA	NA	1959	7	2	1959 Jul 02	Rocky slope on alpine meadow	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Eagle Nest Range, Mount Nation, Cold Fish Lake"	NA	6300 ft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gary Wallace	Cassiope mertensiana (Bongard) D. Don subsp. mertensiana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1095034659	O	V	NA	NA	PRESERVED_SPECIMEN	NA	2001474	NA	Rolf Y. Berg	NA	NA	NA	NA	NA	NA	NA	NA	1955-07-31T00:00Z	NA	NA	NA	1955	7	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	NA	NA	Alpine :Carson Pass Region S of Hwy 88: N slope of Round Top.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rolf Y. Berg	Cassiope mertensiana (Bong.) D. Don	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1022578837	UCD	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	UCD117350	3963	Dean W. Taylor		NA	NA	NA	NA	NA	NA	NA	1974-06-28T00:00Z	NA	NA	NA	1974	6	28	06 28 1974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Alpine	NA	Alpine County: Carson Pass. About 1/2 mile east of Emigrant Lake	NA	8820 ft.	NA	NA	NA	NA	NA	38.6608	-120.0271	282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Geolocate	NA	NA	NA	Cassiope mertensiana (Bong.) D. Don	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
466331287	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	NA	V58264	NA	Vernon C. Brink	NA	NA	NA	NA	NA	NA	NA	NA	1949-08-10T00:00Z	NA	NA	NA	1949	8	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	Washington	NA	NA	"Mount Baker area, Table Mountain"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gary Wallace	Cassiope mertensiana (Bongard) D. Don subsp. mertensiana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
441716905	UWBM	Plants	NA	NA	PRESERVED_SPECIMEN	NA	89151	NA	Don Knoke	NA	NA	NA	NA	NA	NA	NA	NA	2005-08-01T00:00Z	NA	NA	NA	2005	8	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	Washington	Lewis	NA	"Mount Rainier National Park, west of Plummer Peak. Tatoosh Range."	NA	NA	NA	NA	NA	NA	NA	46.75612	-121.74018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ben Legler	Cassiope mertensiana mertensiana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
441717083	UWBM	Plants	NA	NA	PRESERVED_SPECIMEN	NA	172073	NA	J. William Thompson	NA	NA	NA	NA	NA	NA	NA	NA	1930-07-22T00:00Z	NA	NA	NA	1930	7	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	Washington	Whatcom	NA	Mount Baker Lodge.	NA	NA	NA	NA	NA	NA	NA	48.86361	-121.68111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gary D. Wallace	Cassiope mertensiana mertensiana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
441717129	UWBM	Plants	NA	NA	PRESERVED_SPECIMEN	NA	172119	NA	Bassett Maguire	NA	NA	NA	NA	NA	NA	NA	NA	1946-08-20T00:00Z	NA	NA	NA	1946	8	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	Oregon	Wallowa	NA	"On north side of Eagle Cap Peak, Wallowa Mountains."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gary D. Wallace	Cassiope mertensiana var. gracilis (Piper) C.L. Hitchc.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
51787650	OSC	OSC	NA	NA	PRESERVED_SPECIMEN	NA	OSC100805	NA	S.C. Head	NA	NA	NA	NA	NA	NA	NA	NA	1957-08-13T00:00Z	NA	NA	NA	1957	8	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NORTH_AMERICA	NA	NA	NA	US	Oregon	Wallowa	NA	Horton Pass.	NA	NA	NA	NA	NA	NA	NA	45.1734	-117.2992	804.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Wallace, G."	Cassiope mertensiana var. gracilis (Piper) C.L. Hitchc.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
51787662	OSC	OSC	NA	NA	PRESERVED_SPECIMEN	NA	OSC112073	NA	S.C. Head	NA	NA	NA	NA	NA	NA	NA	NA	1957-07-25T00:00Z	NA	NA	NA	1957	7	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NORTH_AMERICA	NA	NA	NA	US	Oregon	Union	NA	near Hidden Lake.	NA	NA	NA	NA	NA	NA	NA	45.1443	-117.3381	804.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Wallace, G."	Cassiope mertensiana var. gracilis (Piper) C.L. Hitchc.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
51788183	OSC	WILLU	NA	NA	PRESERVED_SPECIMEN	NA	WILLU13190	NA	M.E. Peck	NA	NA	NA	NA	NA	NA	NA	NA	1925-07-21T00:00Z	NA	NA	NA	1925	7	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NORTH_AMERICA	NA	NA	NA	US	Oregon	Lane	NA	N. slope of North Sister Mt.	NA	NA	NA	NA	NA	NA	NA	44.1761	-121.7796	4828.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Wallace, G."	Cassiope mertensiana mertensiana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
543260147	CAS	DS	NA	NA	PRESERVED_SPECIMEN	NA	196551	s.n.	"Sonne, C. F."	NA	NA	NA	NA	NA	NA	NA	NA	1897-08-14T00:00Z	NA	226	NA	1897	8	14	"Aug 14, 1897"	NA	NA	NA	NA	NA	NA	NA	NA	NA	North America; United States; California; Placer County	NORTH_AMERICA	NA	NA	NA	US	California	Placer County	NA	Mt. Anderson	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cassiope mertensiana (Bong.) D. Don	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
