R	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	genericName	typifiedName	protocol	lastParsed	lastCrawled
768403906																																																											University of British Columbia	UBC			PRESERVED_SPECIMEN					V51345		Phyllis Sanderson																												1949-08-21T00:00Z				1949	8	21																CA	British Columbia			20 miles E of [Smithers?] in Driftwood Valley in the Babine Mountains																																													Phyllis Sanderson													Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							07fd0d79-4883-435f-bba1-58fef110cd13	CA	2016-04-17T15:20Z							COORDINATE_OUT_OF_RANGE		FALSE	TRUE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE		2013-09-07T09:17Z
898735838																										10-31145																				"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset."	NatureServe												NTSRV	CA-NHP	NatureServe Network Species Occurrence Data		PRESERVED_SPECIMEN					10-31145																													8	1969-08-01T00:00Z				1969	8	1								http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.134599				NORTH_AMERICA				US	California			Siskiyou																																																			181832							Abies lasiocarpa var. lasiocarpa								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa	lasiocarpa	VARIETY							7fd12114-9010-4c13-8f46-990fe04ca882	US	2016-04-17T16:22Z									FALSE	FALSE	2685363	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2015-05-19T14:18Z	2015-05-19T14:18Z
918820623									Abies lasiocarpa (UBC V205815)																	15061									en	http://creativecommons.org/publicdomain/zero/1.0/legalcode			2012-04-05T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=vwsp.fmp12&layout=vwsp_web_details&recid=17114&ass_num=V205815					University of British Columbia							PhysicalObject			urn:lsid:biocol.org:col:15106	http://dataset.canadensys.net/ubc-vascular-specimens	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN				15061	V205815	142	E. Ritch-Krc										mounted																		1992-05-24T00:00Z				1992	5	24	1992 May 24	sub-boreal spruce forest														CA	British Columbia			"Fraser-Fort George Regional District, Moore's Meadow, Prince George"		5693 m						53.93333	-122.8					unknown																															E. Ritch-Krc													Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				07fd0d79-4883-435f-bba1-58fef110cd13	CA	2016-04-17T15:20Z							GEODETIC_DATUM_ASSUMED_WGS84	STILLIMAGE	TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-02-15T18:08Z	2016-02-15T18:08Z
918835304									Abies lasiocarpa (UBC V176907)																	29912									en	http://creativecommons.org/publicdomain/zero/1.0/legalcode			2012-09-26T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=vwsp.fmp12&layout=vwsp_web_details&recid=32134&ass_num=V176907					University of British Columbia							PhysicalObject			urn:lsid:biocol.org:col:15106	http://dataset.canadensys.net/ubc-vascular-specimens	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN				29912	V176907	1460	Wynne Gorman										mounted						"Stikine-Iskut Habitat Utilization Report,BC Hydro & Power(see files)"												1979-08-12T00:00Z				1979	8	12	1979 Aug 12	western hemlock forest														CA	British Columbia			"North bank of Iskut River, ca. 15 km northwest from junction with Forrest Kerr River,"		320-415 m						56.5	-130.5					unknown																															Wynne Gorman													Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				07fd0d79-4883-435f-bba1-58fef110cd13	CA	2016-04-17T15:20Z							GEODETIC_DATUM_ASSUMED_WGS84	STILLIMAGE	TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-02-15T18:08Z	2016-02-15T18:08Z
918953086									Abies lasiocarpa (UBC V229283)																	149236									en	http://creativecommons.org/publicdomain/zero/1.0/legalcode			2012-09-26T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=vwsp.fmp12&layout=vwsp_web_details&recid=178064&ass_num=V229283					University of British Columbia							PhysicalObject			urn:lsid:biocol.org:col:15106	http://dataset.canadensys.net/ubc-vascular-specimens	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN				149236	V229283	ADW	W.H. Parker; Jack Maze										mounted						"Tree, 18.4 inches DBH"						"Abies lasiocarpa by W.H. Parker, Jack Maze 1975"						1975-07-30T00:00Z				1975	7	30	1975 Jul 30	"Growing in forest of Abies & Picea glauca. Understory includes Oplopanax, Viburnum, Vaccinium, et al."														CA	British Columbia			"on the Stewart-Cassiar Highway, just north of the northernmost crossing of the Bell-Irving River"		1900 ft						56.75	-129.85					unknown																															W.H. Parker; Jack Maze	1975-01-01T00:00Z												Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				07fd0d79-4883-435f-bba1-58fef110cd13	CA	2016-04-17T15:20Z							GEODETIC_DATUM_ASSUMED_WGS84	STILLIMAGE	TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-02-15T18:10Z	2016-02-15T18:10Z
209939617																																																											UNM	Herb			PRESERVED_SPECIMEN					24667		Clyde J. Jones																												1959-07-23T00:00Z				1959	7	23												NORTH_AMERICA				US	New Mexico	Catron		Between Mogollon and Willow Creek; Mogollon Mountains.								33.40342	-108.68303																																																	Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							9587f32a-f762-11e1-a439-00145eb45e9a	US	2016-04-17T16:22Z							COORDINATE_ROUNDED;COORDINATE_PRECISION_INVALID;GEODETIC_DATUM_ASSUMED_WGS84		TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DIGIR_MANIS		2013-09-07T09:13Z
209939628																																																											UNM	Herb			PRESERVED_SPECIMEN					68267		W. Haggren																												1977-10-01T00:00Z				1977	10	1												NORTH_AMERICA				US	New Mexico	Lincoln		Sierra Blanca Ski Area.								33.46099	-105.73688																																																	Abies lasiocarpa var. arizonica (Merriam) Lemmon								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa	arizonica	VARIETY							9587f32a-f762-11e1-a439-00145eb45e9a	US	2016-04-17T16:22Z							COORDINATE_ROUNDED;COORDINATE_PRECISION_INVALID;GEODETIC_DATUM_ASSUMED_WGS84		TRUE	FALSE	2685374	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DIGIR_MANIS		2013-09-07T09:13Z
441678706																																																											UWBM	Plants			PRESERVED_SPECIMEN					37846		J. A. Calder																												1956-08-04T00:00Z				1956	8	4																CA	British Columbia			Quiniscoe Lake in the Ashnola Range.								49.06667	-120.2																																																	Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							8310f570-f762-11e1-a439-00145eb45e9a	US	2016-04-17T16:22Z							COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84		TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DIGIR	2014-10-07T14:39Z	2014-10-07T14:39Z
441679288																																																											UWBM	Plants			PRESERVED_SPECIMEN					188134		David Giblin																												2011-09-09T00:00Z				2011	9	9																US	Washington	Chelan		North Cascades National Park. Pond area on north side of Mount Benzarino.								48.4971	-120.7985																																				David Giblin													Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							8310f570-f762-11e1-a439-00145eb45e9a	US	2016-04-17T16:22Z	1890	0					GEODETIC_DATUM_ASSUMED_WGS84		TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DIGIR	2014-10-07T14:39Z	2014-10-07T14:39Z
442167312																																																											OSC	OSC			PRESERVED_SPECIMEN					OSC229387		Frank Callahan																												1997-06-11T00:00Z				1997	6	11												NORTH_AMERICA				US	Oregon	Josephine		northeast slope of Tanner Mountain north of OR/CA state line.								42.0057	-123.4009	1609.34																																			"Callahan, F."	1997-01-01T00:00Z												Abies lasiocarpa var. lasiocarpa								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa	lasiocarpa	VARIETY							84aa5ee4-f762-11e1-a439-00145eb45e9a	US	2016-04-17T15:20Z							GEODETIC_DATUM_ASSUMED_WGS84		TRUE	FALSE	2685363	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DIGIR	2014-05-29T14:04Z	2015-07-16T12:24Z
466069348																																																											University of British Columbia	UBC			PRESERVED_SPECIMEN					V188164		"Laurie Donovan, Chris Sienes"																												1981-07-06T00:00Z				1981	7	6																CA	British Columbia			"vicinity of abandoned outfitters camp, n-ne shore of Glacial Lake(local name)Cry Lake map sheet, Cassiar District"								58	-129																																				Laurie Donovan													Abies lasiocarpa var. lasiocarpa								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa	lasiocarpa	VARIETY							07fd0d79-4883-435f-bba1-58fef110cd13	CA	2016-04-17T15:20Z							GEODETIC_DATUM_ASSUMED_WGS84		TRUE	FALSE	2685363	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE		2013-09-07T09:19Z
466070019																																																											University of British Columbia	UBC			PRESERVED_SPECIMEN					V198297		"Laurie Donovan, Chris Sienes"																												1981-08-13T00:00Z				1981	8	13																CA	British Columbia			"n of lake known locally as Glacial Lake, at foot of glacial Mountain, Cry Lake map sheet, Cassiar District"								58	-129																																				Laurie Donovan													Abies lasiocarpa var. lasiocarpa								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa	lasiocarpa	VARIETY							07fd0d79-4883-435f-bba1-58fef110cd13	CA	2016-04-17T15:20Z							GEODETIC_DATUM_ASSUMED_WGS84		TRUE	FALSE	2685363	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE		2013-09-07T09:19Z
466296867																																																											University of British Columbia	UBC			PRESERVED_SPECIMEN					V47676		John Davidson																												1914-08-04T00:00Z				1914	8	4																CA	British Columbia			"Coast area, Garibaldi (Camp)"								50	-123																																				John Davidson													Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							07fd0d79-4883-435f-bba1-58fef110cd13	CA	2016-04-17T15:20Z							GEODETIC_DATUM_ASSUMED_WGS84		TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE		2013-09-07T09:19Z
466324488																																																											University of British Columbia	UBC			PRESERVED_SPECIMEN					V229453		"W.H. Parker, Jack Maze"																												1975-07-31T00:00Z				1975	7	31																CA	British Columbia			"on the Stewart-Cassiar Highway, just north of the northernmost crossing of the Bell-Irving River"								56.75	-129.85																																				"W.H. Parker, Jack Maze"													Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							07fd0d79-4883-435f-bba1-58fef110cd13	CA	2016-04-17T15:20Z							GEODETIC_DATUM_ASSUMED_WGS84		TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE		2013-09-07T09:19Z
466324835																																																											University of British Columbia	UBC			PRESERVED_SPECIMEN					V229036		"W.H. Parker, Jack Maze"																												1977-08-09T00:00Z				1977	8	9																CA	British Columbia			"southwest of Dawson Creek, 8.4 miles south of Highway 97 on road to Fellers Heights & Upper Cutbank, turn to west on Puggins Mountain Logging Road, 22.6 miles south"																																													"W.H. Parker, Jack Maze"													Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							07fd0d79-4883-435f-bba1-58fef110cd13	CA	2016-04-17T15:20Z									FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE		2013-09-07T09:19Z
466325415																																																											University of British Columbia	UBC			PRESERVED_SPECIMEN					V229399		"W.H. Parker, Jack Maze"																												1980-08-04T00:00Z				1980	8	4																US	Washington			"Whatcom County, Glacier District, Mount Baker-Snoqualmie National Forest, east slope of Lasiocarpa Ridge"																																													"W.H. Parker, Jack Maze"													Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							07fd0d79-4883-435f-bba1-58fef110cd13	CA	2016-04-17T15:20Z									FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE		2013-09-07T09:19Z
1042033757																										urn:catalog:TRH:V:48359													2014-05-08T00:00Z																				TRH	V			PRESERVED_SPECIMEN				urn:catalog:TRH:V:48359	48359		Tommy PrestÃ¸																												2008-02-23T00:00Z				2008	2	23		NÃ_ringsrik skogbunn						"To smÃ¥planter og en kvist fra ca. 5 m hÃ¸yt, forvilla tre, blant flere hundre ind."								NO	MÃ¸re og Romsdal	Tingvoll		"Gyl, ved Gylelva"								62.95539	8.13274	7																																			Egil Ingvar Aune	2008-12-29T00:00Z												Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							d29d79fd-2dc4-4ef5-89b8-cdf66994de0d	NO	2016-04-17T17:31Z	0.5	0					ELEVATION_NON_NUMERIC;GEODETIC_DATUM_ASSUMED_WGS84		TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-03-28T14:30Z	2016-06-06T14:34Z
1090179166		http://www.vertnet.org/resources/norms.html																								45a5cdd0-5b36-4b4a-b3a5-0f91d492c3ee									en				2007-05-11T08:02Z							http://creativecommons.org/publicdomain/zero/1.0	Bernice Pauahi Bishop Museum							PhysicalObject					BPBM	BISH	Herbarium Pacificum World Specimens	BPBM	PRESERVED_SPECIMEN				45a5cdd0-5b36-4b4a-b3a5-0f91d492c3ee	460771		"Hoplaine, H."											in collection																	1929-05-18T00:00Z		138	138	1929	5	18	18-May-29	"NE slope, hill"										NORTH_AMERICA				US	Oregon			"Willow, Sommer to Upper Deep Creek"	"Oregon, Willow, Sommer to Upper Deep Creek"																																																									Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES	Species		ICNafp				b929f23d-290f-4e85-8f17-764c55b3b284	US	2016-04-17T15:20Z									FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-04-04T14:40Z	2016-04-04T14:40Z
1097008221																										018e8be1-db4c-4ef0-9629-9c57330850f9									en												The New York Botanical Garden							PhysicalObject					NY				PRESERVED_SPECIMEN				018e8be1-db4c-4ef0-9629-9c57330850f9	658366	1172	J. Dixon																												1997-08-04T00:00Z				1997	8	4												NORTH_AMERICA				US	Utah	Box Elder Co.		Sandard Quad; Raft River Mts.; George Peak																																																										Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				d415c253-4d61-4459-9d25-4015b9084fb0	US	2016-04-17T17:30Z	2926.1	0							FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2015-11-17T16:26Z	2015-11-17T16:26Z
1097022020																										040c3bb1-d630-481c-ac62-e282dd8401d3									en												The New York Botanical Garden							PhysicalObject					NY				PRESERVED_SPECIMEN				040c3bb1-d630-481c-ac62-e282dd8401d3	29431	1900	M. E. Jones																												1880-07-31T00:00Z				1880	7	31												NORTH_AMERICA				US	Utah			American Fork Canon								40.4456	-111.7511	5000																																																Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				d415c253-4d61-4459-9d25-4015b9084fb0	US	2016-04-17T17:30Z	3048	0							TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2015-11-17T16:26Z	2015-11-17T16:26Z
1097166150																										1dc2e98a-4c59-4483-bfa8-1d87b74b5f4d									en												The New York Botanical Garden							PhysicalObject					NY				PRESERVED_SPECIMEN				1dc2e98a-4c59-4483-bfa8-1d87b74b5f4d	29352	s.n.																													1877-01-01T00:00Z				1877	1	1												NORTH_AMERICA				US	Colorado			"Rocky Mountains, Platte plains"																																																										Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				d415c253-4d61-4459-9d25-4015b9084fb0	US	2016-04-17T17:30Z									FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2015-11-17T16:27Z	2015-11-17T16:27Z
1097532656																										5f484388-4d30-4799-8a1b-e5bc6bd89513									en												The New York Botanical Garden							PhysicalObject					NY				PRESERVED_SPECIMEN				5f484388-4d30-4799-8a1b-e5bc6bd89513	29346	675	J. P. Anderson																												1918-07-07T00:00Z				1918	7	7												NORTH_AMERICA				CA	British Columbia			"Great Glacier, Stickine River"																																																										Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				d415c253-4d61-4459-9d25-4015b9084fb0	US	2016-04-17T17:30Z									FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2015-11-17T16:31Z	2015-11-17T16:31Z
1097893680																										9fe6d5f4-42d0-4107-945a-f959185cf007									en												The New York Botanical Garden							PhysicalObject					NY				PRESERVED_SPECIMEN				9fe6d5f4-42d0-4107-945a-f959185cf007	29476	38860	J. Silba																												1987-10-02T00:00Z				1987	10	2												NORTH_AMERICA				US	Colorado	Rio Grande Co.		"Rio Grande National Forest, near Del Norte"																																																										Abies lasiocarpa var. arizonica (Merriam) Lemmon								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa	arizonica	VARIETY			ICBN				d415c253-4d61-4459-9d25-4015b9084fb0	US	2016-04-17T17:30Z	3353	0							FALSE	FALSE	2685374	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2015-11-17T16:35Z	2015-11-17T16:35Z
