gbifID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	occurrenceID	catalogNumber	recordNumber	recordedBy	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	fieldNotes	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	identifiedBy	scientificName
918828714	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	NA	23242	V71989	s.n.	M. Harrington	1949-08-09T00:00Z	NA	NA	NA	1949	8	9	1949 Aug 09	south slope of rock slide	NA	NA	NA	NA	CA	British Columbia	NA	NA	lake ohara	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Harrington	Arctostaphylos uva-ursi (L.) Spreng.
918829646	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	NA	24191	V179520	191	Paul Jones	1972-06-19T00:00Z	NA	NA	NA	1972	6	19	1972 Jun 19	"dark brown humus, moderatly damp, common."	NA	NA	NA	NA	CA	British Columbia	NA	NA	Junction of Chilcotin and Fraser Rivers	NA	1143 m	NA	NA	NA	NA	NA	NA	NA	Paul Jones	Arctostaphylos uva-ursi (L.) Spreng.
918832428	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	NA	26994	V108574	3177	Thomas M.C. Taylor	1954-07-16T00:00Z	NA	NA	NA	1954	7	16	1954 Jul 16	dry rocky hillside	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Vancouver Island, Nanaimo, Departure Bay"	NA	50 m	NA	NA	NA	NA	NA	49.2	-123.96667	Thomas M.C. Taylor	Arctostaphylos uva-ursi (L.) Spreng.
918833003	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	NA	27566	V133107	s.n.	K. Bednar; V. Bednar; Satoru Kojima; Vladimir J. Krajina	1967-09-08T00:00Z	NA	NA	NA	1967	9	8	1967 Sep 08	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Vancouver Island, Esquimalt"	NA	NA	NA	NA	NA	NA	NA	48.43333	-123.43333	V. Bednar; Satoru Kojima	Arctostaphylos uva-ursi (L.) Spreng.
918834707	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	NA	29295	V146358	129	W.H. Parker	1974-04-26T00:00Z	NA	NA	NA	1974	4	26	1974 Apr 26	"south-facing slope, junct.of railroad tracks & powerline"	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Squamish-Lillooet Regional District, ca. 10 miles north of Squamish, and ca. 1 mile north of Cheakamus River"	NA	152 m	NA	NA	NA	NA	NA	49.78333	-123.16667	W.H. Parker	Arctostaphylos uva-ursi (L.) Spreng.
918934548	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	NA	130577	V221008	89-239	Leon E. Pavlick	1989-09-14T00:00Z	NA	NA	NA	1989	9	14	1989 Sep 14	Open areas in dry Douglas Fir forest; on slopes below limestone cliffs.	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Thompson-Okanagan Regional District, Hat Creek, along Hat Creek road."	NA	3800 ft	NA	NA	NA	NA	NA	50.63333	-121.525	Leon E. Pavlick;1989; Lehna Malmkvist 1994	Arctostaphylos uva-ursi (L.) Spreng.
919131249	University of Manitoba	WIN	University of Manitoba Herbarium (WIN) - Vascular Plant Collection	NA	PRESERVED_SPECIMEN	NA	264816	36280	4736	James L. Parker	1980-07-13T00:00Z	NA	NA	NA	1980	7	13	NA	Barren hill	NA	NA	NA	NA	CA	Manitoba	NA	NA	"Duck Mountain, Duck Mountain Provincial Park"	NA	NA	NA	NA	NA	NA	NA	51.58288941	-101.0003731	James L. Parker	Arctostaphylos uva-ursi (L.) Spreng.
919133949	University of Manitoba	WIN	University of Manitoba Herbarium (WIN) - Vascular Plant Collection	NA	PRESERVED_SPECIMEN	NA	267580	51746	7389	Gloria M. Keleher	1991-08-25T00:00Z	NA	NA	NA	1991	8	25	NA	"Dry forest with spruce, pine and white birch. Sandy soil"	NA	NA	NA	NA	CA	Manitoba	NA	NA	"Moose Lake, Northwest Angle Provincial Forest"	NA	NA	NA	NA	NA	NA	NA	49.21690261	-95.33316096	G.M.Keleher	Arctostaphylos uva-ursi (L.) Spreng.
997446190	MA	MA	"Real Jard�_n Bot��nico (Madrid), Vascular Plant Herbarium (MA)"	NA	PRESERVED_SPECIMEN	NA	NA	163549-1	s.n.	P. Louis-Marie	1941-05-29T00:00Z	NA	NA	NA	1941	5	29	NA	NA	NA	NA	NA	NA	CA	NA	NA	NA	Comt̩ des Deux-Montagnes Quebec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
883413942	University of Alberta Museums	ALTA-VP	University of Alberta Vascular Plant Herbarium (ALTA-VP)	NA	PRESERVED_SPECIMEN	NA	urn:catalog:ALTA-VP:63099	63099	27	"Morrison, A. Louise"	1947-06-25T00:00Z	NA	NA	NA	1947	6	25	47-06-25	bank	NA	NA	NA	NA	CA	Northwest Territories	NA	NA	Yellowknife Bay	Bank of [above] Yellowknife Bay.	NA	NA	NA	NA	Canadian Geographical Names Data Base	NA	NA	NA	"Rosatti, Thomas James"	Arctostaphylos uva-ursi (L.) Spreng.
883385395	University of Alberta Museums	ALTA-VP	University of Alberta Vascular Plant Herbarium (ALTA-VP)	NA	PRESERVED_SPECIMEN	NA	urn:catalog:ALTA-VP:114615	114615	97	"Plishka, M. J. R."	2005-08-25T00:00Z	NA	NA	NA	2005	8	25	05-08-25	plateau; sand dune; sand (y)	NA	NA	NA	NA	CA	Alberta	NA	NA	Ilka's Fen	"Redwater Recreation Area. Plateau on top of treed sand dune. Soil composed of Pinus banksiana needles on top of sand. P. banksiana, Amelanchier alnifolia Nutt., Aster laevis L., and Pleurozium schreberi (Brid) Mitt."	673 m	NA	NA	NA	label info	NA	53.94333	-112.95194	"Plishka, M. J. R."	Arctostaphylos uva-ursi (L.) Spreng.
1146292849	UAM	Plant specimens (ALA)	NA	NA	PRESERVED_SPECIMEN	NA	http://arctos.database.museum/guid/UAM:Herb:206532?seid=602066	206532	NA	Collector(s): Jacob Peter Anderson	NA	1944-07-30/	NA	NA	NA	NA	NA	30-Jul-44	wooded hillside	NA	NA	NA	NA	CA	Yukon Territory	NA	NA	Whitehorse	NA	NA	NA	NA	NA	unknown	NA	NA	NA	unknown	Arctostaphylos uva-ursi (L.) Spreng.
1146291953	UAM	Plant specimens (ALA)	NA	NA	PRESERVED_SPECIMEN	NA	http://arctos.database.museum/guid/UAM:Herb:205734?seid=310166	205734	NA	"Collector(s): Stanley L. Welsh, Glen Moore"	NA	1968-06-29/	NA	NA	NA	NA	NA	29-Jun-68	NA	NA	NA	NA	NA	CA	Yukon Territory	NA	NA	"Vicinity of campground, Rancheria, at mile 710, Alaska Highway"	NA	NA	NA	NA	NA	unknown	NA	NA	NA	unknown	Arctostaphylos uva-ursi (L.) Spreng.
1096693745	S	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	S:VascularPlants:S09-30751	S09-30751	410	I. L. Norberg	1934-06-14T00:00Z	NA	NA	NA	1934	6	14	NA	NA	NA	NA	NA	NA	US	Alaska	NA	NA	"Plants of Alaska, Aleutian Isl., Akutan."	"Plants of Alaska, Aleutian Isl., Akutan."	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
1022249478	CAS	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	CAS188445	8103	John Thomas Howell	1931-09-27T00:00Z	NA	NA	NA	1931	9	27	"Sept. 27, 1931"	NA	NA	NA	NA	NA	US	California	Mendocino	NA	6 miles south of Point Arena	NA	NA	NA	NA	NA	NA	NA	38.8421	-123.6345	NA	Arctostaphylos uva-ursi (L.) Spreng.
1022538515	SD	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	SD41456	4136	Edith A. Purer	1932-07-27T00:00Z	NA	NA	NA	1932	7	27	27-Jul-32	NA	NA	NA	NA	NA	US	California	Humboldt	NA	"Samoa, near Arcata"	NA	NA	NA	NA	NA	NA	NA	40.8176	-124.1901	NA	Arctostaphylos uva-ursi (L.) Spreng.
1022615383	UC	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	UC1196868	6170	Joseph P. Tracy	1923-03-31T00:00Z	NA	NA	NA	1923	3	31	Mar 31 1923	NA	NA	NA	NA	NA	US	California	Humboldt	NA	"Table Bluff Northern Coast Region, around Humboldt Bay"	NA	200 ft	NA	NA	NA	NA	NA	40.65976974	-124.2165598	NA	Arctostaphylos uva-ursi (L.) Spreng.
1022615640	UC	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	UC1196869	1031	Joseph P. Tracy	1901-04-14T00:00Z	NA	NA	NA	1901	4	14	Apr 14 1901	NA	NA	NA	NA	NA	US	California	Humboldt	NA	"Ocean Beach North Coast Region, Humboldt Bay"	NA	NA	NA	NA	NA	NA	NA	40.8176	-124.1901	NA	Arctostaphylos uva-ursi (L.) Spreng.
1030468880	MSC	Vascular Plants	Michigan State University Herbarium Vascular Plant Collection	NA	PRESERVED_SPECIMEN	NA	f4bbecac-3039-11e3-963d-8844b9d50285	275998	NA	"Heaton, G."	1969-04-21T00:00Z	NA	NA	NA	1969	4	21	NA	NA	NA	NA	NA	NA	US	Michigan	Alcona	NA	PLANTS OF MICHIGAN; In a red pine plantation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
1228286134	F	Botany	Endangered-Threatened-Extinct	F	PRESERVED_SPECIMEN	NA	73a4aa60-b154-4ba6-8b0f-ca5d4bb72f39	Midwest Flora | Endangered-Threatened-Extinct	s.n.	Miss E. J. Thomas	1905-05-20T00:00Z	NA	NA	NA	1905	5	20	NA	NA	NA	NA	NA	NA	US	Illinois	Lake	NA	Beach	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
1228345466	F	Botany	Endangered-Threatened-Extinct	F	PRESERVED_SPECIMEN	NA	030fa36d-46f5-4923-bb05-b5240d6bd809	Midwest Flora | Endangered-Threatened-Extinct	NA	E. E. Sherff	1911-04-08T00:00Z	NA	NA	NA	1911	4	8	NA	NA	NA	NA	NA	NA	US	Indiana	Lake	NA	Miller [Gary]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
1228395593	F	Botany	Endangered-Threatened-Extinct	F	PRESERVED_SPECIMEN	NA	b13ab280-99f9-44d8-922c-876eeed55eb3	Midwest Flora | Endangered-Threatened-Extinct	s.n.	L. M. Umbach	1898-05-06T00:00Z	NA	NA	NA	1898	5	6	NA	NA	NA	NA	NA	NA	US	Indiana	Lake	NA	Miller [Gary]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
1228589763	F	Botany	Endangered-Threatened-Extinct	F	PRESERVED_SPECIMEN	NA	ba68a90e-b039-4078-8e00-9f87b4dc3edb	Midwest Flora | Endangered-Threatened-Extinct	59	"C. F. Millspaugh & O. E. Lansing, Jr."	1917-06-08T00:00Z	NA	NA	NA	1917	6	8	NA	NA	NA	NA	NA	NA	US	Illinois	Lake	NA	Beach	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
415952957	UConn	CONN	NA	NA	PRESERVED_SPECIMEN	NA	NA	CONN00077288	3144	Leslie J. Mehrhoff	1980-08-17T00:00Z	NA	NA	NA	1980	8	17	17-Aug-80	In open area.	NA	NA	NA	NA	US	Massachusetts	Barnstable County	Wellfleet	Wellfleet	"Under power lines, west of Pumpkin Pond, Wellfleet."	NA	NA	NA	NA	seconds added from gazetteer	NA	41.9375	-70.03055	NA	Arctostaphylos uva-ursi (L.) Spreng.
415984400	UConn	CONN	NA	NA	PRESERVED_SPECIMEN	NA	NA	CONN00108957	NA	Emma J. Thompson	1910-09-18T00:00Z	NA	NA	NA	1910	9	18	18-Sep-10	NA	NA	NA	NA	NA	US	Connecticut	Hartford County	Windsor	Rainbow	Rainbow	NA	NA	NA	NA	seconds added from gazetteer	NA	41.91805	-72.69305	NA	Arctostaphylos uva-ursi (L.) Spreng.
415984410	UConn	CONN	NA	NA	PRESERVED_SPECIMEN	NA	NA	CONN00108967	NA	O.A. Phelps	1912-06-09T00:00Z	NA	NA	NA	1912	6	9	09-Jun-12	Dry mountain tops.	NA	NA	NA	NA	US	Connecticut	Litchfield County	Salisbury	Salisbury	Salisbury	NA	NA	NA	NA	seconds added from gazetteer	NA	41.98333	-73.42111	NA	Arctostaphylos uva-ursi (L.) Spreng.
415984458	UConn	CONN	NA	NA	PRESERVED_SPECIMEN	NA	NA	CONN00109016	12287	Leslie J. Mehrhoff	1987-08-24T00:00Z	NA	NA	NA	1987	8	24	24-Aug-87	Jack Pine woods.	NA	NA	NA	NA	US	Michigan	Chippewa County	Strongs	Strongs	"Strongs, along Route 28."	NA	NA	NA	NA	seconds added from gazetteer	NA	46.35777	-84.96944	NA	Arctostaphylos uva-ursi (L.) Spreng.
318047706	KU	KANU	R. L. McGregor Herbarium Vascular Plants Collection	NA	PRESERVED_SPECIMEN	NA	04cdf022-ba8b-11e3-8cfe-90b11c41863e	197056	NA	C A Weatherby; Una F Weatherby	1931-05-03T00:00Z	NA	NA	NA	1931	5	3	NA	NA	NA	NA	NA	NA	US	Massachusetts	Plymouth	NA	Plymouth	NA	NA	NA	NA	NA	NA	NA	NA	NA	C A Weatherby	Arctostaphylos uva-ursi (L.) Spreng.
441692608	UWBM	Plants	NA	NA	PRESERVED_SPECIMEN	NA	NA	17911	NA	G. E. Morrill	1933-08-12T00:00Z	NA	NA	NA	1933	8	12	NA	NA	NA	NA	NA	NA	US	Washington	Chelan	NA	"Near Silver Creek, Entiat Valley."	NA	NA	NA	NA	NA	NA	NA	47.95798	-120.5368	NA	Arctostaphylos uva-ursi (L.) Spreng.
441692619	UWBM	Plants	NA	NA	PRESERVED_SPECIMEN	NA	NA	17922	NA	C. L. Hitchcock	1936-05-15T00:00Z	NA	NA	NA	1936	5	15	NA	NA	NA	NA	NA	NA	US	Washington	Pend Oreille	NA	Near highway about 14 miles north of Metaline Falls.	NA	NA	NA	NA	NA	NA	NA	48.99308	-117.30244	NA	Arctostaphylos uva-ursi (L.) Spreng.
441693196	UWBM	Plants	NA	NA	PRESERVED_SPECIMEN	NA	NA	120296	NA	H. W. Bailey	1910-12-30T00:00Z	NA	NA	NA	1910	12	30	NA	NA	NA	NA	NA	NA	US	Washington	Kitsap	NA	Chico.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
441693299	UWBM	Plants	NA	NA	PRESERVED_SPECIMEN	NA	NA	120441	NA	A. R. Kruckeberg	1975-04-10T00:00Z	NA	NA	NA	1975	4	10	NA	NA	NA	NA	NA	NA	US	Washington	Kitsap	NA	"In vicinity of Coulter Creek, circa 1 mile west of Lake Flora-Dickinson Road and 3 miles northeast of Bear Lake."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
441693329	UWBM	Plants	NA	NA	PRESERVED_SPECIMEN	NA	NA	120492	NA	R. F. Daubenmire	1944-06-09T00:00Z	NA	NA	NA	1944	6	9	NA	NA	NA	NA	NA	NA	US	Idaho	Bonner	NA	Priest River Experimental Forest.	NA	NA	NA	NA	NA	NA	NA	48.20017	-116.90305	NA	Arctostaphylos uva-ursi (L.) Spreng.
441693439	UWBM	Plants	NA	NA	PRESERVED_SPECIMEN	NA	NA	180530	NA	Joseph Arnett	2008-08-11T00:00Z	NA	NA	NA	2008	8	11	NA	NA	NA	NA	NA	NA	US	Washington	Okanogan	NA	Okanogan-Wenatchee National Forest. Pasayten Wilderness. Remmel Mountain.	NA	NA	NA	NA	NA	NA	NA	48.936	-120.20876	David Giblin	Arctostaphylos uva-ursi (L.) Spreng.
442178817	OSC	ORE	NA	NA	PRESERVED_SPECIMEN	NA	NA	ORE65884	NA	Lilla Leach	1928-04-13T00:00Z	NA	NA	NA	1928	4	13	NA	NA	NA	NA	NA	NA	US	Oregon	Washington	NA	Gales Creek.	NA	NA	NA	NA	NA	NA	NA	45.6074	-123.2316	"Leach, L."	Arctostaphylos uva-ursi (L.) Spreng.
45550819	"California State University, Chico"	Herbarium	NA	NA	UNKNOWN	NA	NA	20935	NA	R. A. Schlising	1954-06-11T00:00Z	NA	NA	NA	1954	6	11	NA	NA	NA	NA	NA	NA	US	Wisconsin	Lincoln	NA	Northern Wisconsin. Hillside of Norway Pine.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
51757119	OSC	OSC	NA	NA	PRESERVED_SPECIMEN	NA	NA	OSC47214	NA	"Gilkey, Rees, Fleischman"	1943-06-10T00:00Z	NA	NA	NA	1943	6	10	NA	NA	NA	NA	NA	NA	US	Oregon	Lincoln	NA	between Newport and Waldport.	NA	NA	NA	NA	NA	NA	NA	44.5275	-124.0753	"Chambers, K."	Arctostaphylos uva-ursi (L.) Spreng.
67008626	UCBG	Mather Redwood Grove	NA	NA	FOSSIL_SPECIMEN	NA	NA	82.1424	NA	"Raiche, R."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Marin	NA	North America	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Arctostaphylos uva-ursi subsp. coactilis (Fern. & J.F. Macbr.) L̦ve, L̦ve & Kapoor"
543252953	CAS	DS	NA	NA	PRESERVED_SPECIMEN	NA	urn:catalog:CAS:DS:127521	127521	3688	"Ferris, R. S.; Bacigalupi, R."	1923-04-22T00:00Z	NA	112	NA	1923	4	22	"Apr. 22, 1923"	NA	NA	NA	NA	NA	US	California	Monterey County	NA	Point Sur.	NA	NA	NA	NA	NA	NA	NA	NA	NA	Walter Knight	Arctostaphylos uva-ursi (L.) Spreng.
543287846	CAS	BOT	NA	NA	PRESERVED_SPECIMEN	NA	urn:catalog:CAS:BOT:645877	645877	4071	"Sigg, Jacob; McClintock, Elizabeth; Knight, Walter; Knight, Irja"	1981-02-25T00:00Z	NA	56	NA	1981	2	25	25-Feb-81	NA	NA	NA	NA	NA	US	California	Humboldt County	NA	Humboldt County	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
543361878	CAS	BOT	NA	NA	PRESERVED_SPECIMEN	NA	urn:catalog:CAS:BOT:202041	202041	12193	"Eastwood, Alice"	1923-08-08T00:00Z	NA	220	NA	1923	8	8	"Aug. 8, 1923"	NA	NA	NA	NA	NA	US	California	Del Norte County	NA	Sasquet near Adams	NA	NA	NA	NA	NA	NA	NA	41.8457	-123.9698	NA	Arctostaphylos uva-ursi (L.) Spreng.
174475213	UNM	Herb	NA	NA	PRESERVED_SPECIMEN	NA	NA	5711	NA	O.M. Clark	1950-05-13T00:00Z	NA	NA	NA	1950	5	13	NA	NA	NA	NA	NA	NA	US	New Mexico	(Colfax)	NA	Southwest of Eagle Nest Lake.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
125538590	UCMC	COLO	NA	NA	PRESERVED_SPECIMEN	NA	NA	499522	NA	Kevin J. Taylor	1998-06-20T00:00Z	NA	NA	NA	1998	6	20	NA	NA	NA	NA	NA	NA	US	Colorado	Gunnison	NA	Northern Gunnison Basin: ca 12 air mi W of Gunnison.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
1258520924	MO	MO	Tropicos	MOBOT	PRESERVED_SPECIMEN	NA	urn:catalog:MO:Tropicos:1305257	1305257	Miller 10147	James S. Miller|John K. Myers	1998-11-15T00:00Z	NA	NA	NA	1998	11	15	NA	NA	NA	NA	NA	NA	US	Washington	King	NA	"Seattle, El Mercado Latino, 1514 Pike Place."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
1055073526	KSTC	Plants	NA	NA	PRESERVED_SPECIMEN	NA	2afbe9d6-f34b-4e3b-93d3-765b612879ac	30727	2368	"Brooks, Ralph"	1970-06-13T00:00Z	NA	NA	NA	1970	6	13	NA	NA	NA	NA	NA	NA	US	Wyoming	Crook	NA	"Sundance, 2 1/2 mi W and 3 mi N"	NA	NA	NA	NA	NA	NA	NA	44.448	-104.42677	"Brooks, Ralph"	Arctostaphylos uva-ursi (L.) Spreng.
1055073563	KSTC	Plants	NA	NA	PRESERVED_SPECIMEN	NA	5f9b4c1b-a165-43c1-aaee-9f38d9fea2d8	30734	206	"Haggerty, Walter"	1968-07-06T00:00Z	NA	NA	NA	1968	7	6	NA	NA	NA	NA	NA	NA	US	Colorado	Park	NA	Lake George	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Haggerty, Walter"	Arctostaphylos uva-ursi (L.) Spreng.
1055073568	KSTC	Plants	NA	NA	PRESERVED_SPECIMEN	NA	21c7bb6b-4ba6-4d9b-b412-697a78b844fe	30742	14661	"Wilson, James"	1968-08-02T00:00Z	NA	NA	NA	1968	8	2	NA	NA	NA	NA	NA	NA	US	Colorado	Larimer	NA	"Estes Park, 5 mi S on Hwy 7"	NA	NA	NA	NA	NA	NA	NA	40.3245	-105.53089	"Wilson, James"	Arctostaphylos uva-ursi (L.) Spreng.
1098162148	NY	NA	NA	NA	PRESERVED_SPECIMEN	NA	cfcea747-d2aa-43e6-ba8a-80436aedee25	223039	5711	M. E. Jones	1894-08-02T00:00Z	NA	NA	NA	1894	8	2	NA	NA	NA	NA	NA	NA	US	Utah	NA	NA	Fish Lake.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
1041122856	UAM	Plant specimens (ALA)	NA	NA	PRESERVED_SPECIMEN	NA	urn:occurrence:Arctos:UAM:Herb:10334:1359044	10334	NA	Collector(s): Marilyn H. Barker	1993-07-08T00:00Z	NA	NA	189	1993	7	8	93-07-08	gravelly ridges and hilltops	NA	NA	Aleutian Islands	NA	US	Alaska	NA	NA	"Aleutian Is., Umnak I., Fort Glenn vic."	"Aleutian Is., Umnak I., Fort Glenn vic."	NA	NA	NA	NA	Alan R. Batten	NA	53.38	-167.83	unknown	Arctostaphylos uva-ursi (L.) Spreng.
1041288322	UAM	Plant specimens (ALA)	NA	NA	PRESERVED_SPECIMEN	NA	urn:occurrence:Arctos:UAM:Herb:72675:1434344	72675	NA	Collector(s): Fred C. Dean	1959-08-13T00:00Z	NA	NA	225	1959	8	13	59-08-13	NA	NA	NA	NA	NA	US	Alaska	NA	NA	"Alaska Range, Yanert R. valley between Dick and Louis Cr."	"Alaska Range, Yanert R. valley between Dick and Louis Cr."	NA	NA	NA	NA	Alan R. Batten	NA	63.63	-148.26	unknown	Arctostaphylos uva-ursi (L.) Spreng.
1041354622	KHD	vascular plants	NA	NA	PRESERVED_SPECIMEN	NA	urn:uuid:1cd12d71-4b12-4849-b042-340966e30339	KHD00030607	NA	"Jennings, William F."	1984-07-28T00:00Z	NA	210	NA	1984	7	28	NA	Common on hillside.	NA	NA	NA	NA	US	Colorado	Boulder County	NA	"Brainard Lake at Colorado 72, S of Ward."	NA	NA	NA	NA	NA	NA	NA	40.07379	-105.50649	NA	Arctostaphylos uva-ursi (L.) Spreng.
1021479508	CAS	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	CAS437818	s.n.	Arthur Menzies	1963-03-10T00:00Z	NA	NA	NA	1963	3	10	10-Mar-63	NA	NA	NA	NA	NA	US	California	San Mateo	NA	San Bruno Hills	NA	NA	NA	NA	NA	NA	NA	37.6849	-122.4292	NA	Arctostaphylos uva-ursi (L.) Spreng.
1021509770	UCD	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	UCD52059	371	Roman Gankin	1964-03-24T00:00Z	NA	NA	NA	1964	3	24	03 24 1964	NA	NA	NA	NA	NA	US	California	Monterey	NA	"Just north of Garrapata Creek, west of State Highway 1, Monterey County, California"	NA	NA	NA	NA	NA	NA	NA	36.4177	-121.9141	NA	Arctostaphylos uva-ursi (L.) Spreng.
1021526846	CHSC	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	CHSC57178	NA	Ben Cunningham	1991-04-14T00:00Z	NA	NA	NA	1991	4	14	04 14 1991	NA	NA	NA	NA	NA	US	California	Mendocino	NA	Ca. 0.2 mi S of Gibney Lane and 4 mi SE of Mendocino	NA	420 ft	NA	NA	NA	NA	NA	39.27	-123.73556	NA	Arctostaphylos uva-ursi (L.) Spreng.
898317771	NTSRV	IN-NHP	NatureServe Network Species Occurrence Data	NA	UNKNOWN	NA	NA	29-13240	NA	NA	1934-05-01T00:00Z	NA	NA	NA	1934	5	1	NA	NA	NA	NA	NA	NA	US	Indiana	NA	NA	Porter	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
898742483	NTSRV	IN-NHP	NatureServe Network Species Occurrence Data	NA	UNKNOWN	NA	NA	29-15871	NA	NA	2007-05-02T00:00Z	NA	NA	NA	2007	5	2	NA	NA	NA	NA	NA	NA	US	Indiana	NA	NA	Lake	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
899011048	NTSRV	IL-NHP	NatureServe Network Species Occurrence Data	NA	UNKNOWN	NA	NA	28-1369	NA	NA	1987-01-01T00:00Z	NA	NA	NA	1987	1	1	NA	NA	NA	NA	NA	NA	US	Illinois	NA	NA	Winnebago	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
994485320	HO	HO	NA	NA	PRESERVED_SPECIMEN	NA	50014651-9010-42b3-af52-c852ac330702	HO 327680	30	"Palser, B.J."	1986-04-25T00:00Z	NA	NA	NA	1986	4	25	NA	NA	NA	NA	NA	NA	US	New Jersey	NA	NA	"3km W of Warren Grove, Ocean Co. Road W from #539 at firehouse, bearing right. Along crossroad just beyond end of pavement, both N and S"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
125537935	UCMC	COLO	NA	NA	PRESERVED_SPECIMEN	NA	NA	16278	NA	Edwin Payson	1914-06-02T00:00Z	NA	NA	NA	1914	6	2	NA	NA	NA	NA	NA	NA	US	Colorado	Unknown-W	NA	Uncompahgre Divide.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
125538088	UCMC	COLO	NA	NA	PRESERVED_SPECIMEN	NA	NA	25690	NA	Jean Langenheim	1949-07-02T00:00Z	NA	NA	NA	1949	7	2	NA	NA	NA	NA	NA	NA	US	Colorado	Gunnison	NA	Vicinity of Crested Butte.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
