gbifID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	occurrenceID	catalogNumber	recordNumber	recordedBy	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	fieldNotes	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	identifiedBy	scientificName
813287168	Royal Ontario Museum (ROM)	TRT	NA	NA	PRESERVED_SPECIMEN	NA	NA	8255	NA	"Fallis, A.M."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CA	Ontario	Nipissing Dist.	NA	"Lake Nipissing, Frank's Bay"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
813299772	Royal Ontario Museum (ROM)	TRT	NA	NA	PRESERVED_SPECIMEN	NA	NA	57301	NA	"Taylor, T.M.C.; Bannan, M.W.; Harrison, H.M."	1939-07-13T00:00Z	NA	NA	NA	1939	7	13	NA	NA	NA	NA	NA	NA	CA	Ontario	Thunder Bay Dist.	NA	Vicinity of Peninsula	NA	NA	NA	NA	NA	NA	NA	48.75	-86.25	NA	Arctostaphylos uva-ursi var. coactilis Fern. & J.F. Macbr.
813299775	Royal Ontario Museum (ROM)	TRT	NA	NA	PRESERVED_SPECIMEN	NA	NA	48761	NA	"Hosie, R.C.; Losee, S.T.; Bannan, M.W."	1937-07-15T00:00Z	NA	NA	NA	1937	7	15	NA	NA	NA	NA	NA	NA	CA	Ontario	Thunder Bay Dist.	NA	"N shore of Lake Superior, Selim"	NA	NA	NA	NA	NA	NA	NA	48.75	-87.25	NA	Arctostaphylos uva-ursi var. coactilis Fern. & J.F. Macbr.
813308381	Royal Ontario Museum (ROM)	TRT	NA	NA	PRESERVED_SPECIMEN	NA	NA	190132	NA	"McKay, S.M."	1974-08-23T00:00Z	NA	NA	NA	1974	8	23	NA	NA	NA	NA	NA	NA	CA	Ontario	Cochrane Dist.	NA	"Puskwuche Point, ca. 30 mi N of Moose River Estuary"	NA	NA	NA	NA	NA	NA	NA	51.8	-80.66667	"McKay, S.M."	Arctostaphylos uva-ursi (L.) Spreng.
813314949	Royal Ontario Museum (ROM)	TRT	NA	NA	PRESERVED_SPECIMEN	NA	NA	156188	NA	"Bentley, P.A."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CA	Ontario	Kenora Dist.	NA	"Kakagi Lake, S shore, Blacky Bay."	NA	NA	NA	NA	NA	NA	NA	49.16667	-93.81667	"Bentley, P.A."	Arctostaphylos uva-ursi var. coactilis Fern. & J.F. Macbr.
813315003	Royal Ontario Museum (ROM)	TRT	NA	NA	PRESERVED_SPECIMEN	NA	NA	207470	NA	"Riley, J.L."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CA	Ontario	Kenora Dist.	NA	"Patricia Portion, Hudson Bay; 376"	NA	NA	NA	NA	NA	NA	NA	53.16667	-83.91667	"Riley, J.L."	Arctostaphylos uva-ursi (L.) Spreng.
813315012	Royal Ontario Museum (ROM)	TRT	NA	NA	PRESERVED_SPECIMEN	NA	NA	242309	NA	"Cowell, F.N.; V.Cowsell"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CA	Ontario	Kenora Dist.	NA	"Polar Bear Provincial Park, Nowashe Lake"	NA	NA	NA	NA	NA	NA	NA	53.8	-83.08333	"Baldwin, W.K.W."	Arctostaphylos uva-ursi (L.) Spreng.
1258387934	MO	MO	Tropicos	MOBOT	PRESERVED_SPECIMEN	NA	urn:catalog:MO:Tropicos:1182947	1182947	D'Arcy 14779	William G. D'Arcy	1981-07-02T00:00Z	NA	NA	NA	1981	7	2	NA	NA	NA	NA	NA	NA	CA	Alberta	NA	NA	Ca. 14 mi. W of Alta. 22.  Top of Plateau Mountain (West of Turner Valley).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
883391047	University of Alberta Museums	ALTA-VP	University of Alberta Vascular Plant Herbarium (ALTA-VP)	NA	PRESERVED_SPECIMEN	NA	urn:catalog:ALTA-VP:119744	119744	3022	"Fabijan, Dorothy M."	2008-06-25T00:00Z	NA	NA	NA	2008	6	25	08-06-25	sand (y); hill	NA	NA	NA	NA	CA	Alberta	NA	NA	Windy Point	"Windy Point.  Lookout on east side of highway 11, overlooking Abraham Lake.  Sandy hillside south of parking area."	1332 m	NA	NA	NA	Canadian Geographical Names Data Base	NA	52.2535	-116.39315	NA	Arctostaphylos uva-ursi (L.) Spreng.
1209656080	University of Alberta Museums	ALTA-VP	University of Alberta Vascular Plant Herbarium (ALTA-VP)	NA	PRESERVED_SPECIMEN	NA	urn:catalog:ALTA-VP:134253	134253	76	"Andressen, Kesia | Mayor, Stephen | Tabacaru, C. A."	2009-07-02T00:00Z	NA	NA	NA	2009	7	2	09-07-02	forest; coniferous; disturbed	NA	NA	NA	NA	CA	Alberta	NA	NA	Round Hill	"40 km north of Lac La Biche, off Towerhill Rd [east of Round Hill airport, e of Old Conklin Rd)].  Recently disturbed Pinus banksiana stand."	NA	NA	NA	NA	Canadian Geographical Names Data Base	NA	55.30208	-111.93453	"Andressen, Kesia | Mayor, Stephen"	Arctostaphylos uva-ursi (L.) Spreng.
1265944683	University of Alberta Museums	ALTA-VP	University of Alberta Vascular Plant Herbarium (ALTA-VP)	NA	PRESERVED_SPECIMEN	NA	urn:catalog:ALTA-VP:137065	137065	NA	"Scotter, George W. | Sommerfeldt, Barbara"	1995-05-27T00:00Z	NA	NA	NA	1995	5	27	1995-05-27/1995-05-28	NA	NA	NA	NA	NA	CA	Alberta	NA	NA	Sommerfeldt Ranch	"Sommerfeldt Ranch, Whiskey Gap, Alberta. Foothills rough fescue grassland and foothills parkland."	approx. 1300 m	NA	NA	NA	NA	NA	49.01667	-113.01667	NA	Arctostaphylos uva-ursi (L.) Spreng.
883413952	University of Alberta Museums	ALTA-VP	University of Alberta Vascular Plant Herbarium (ALTA-VP)	NA	PRESERVED_SPECIMEN	NA	urn:catalog:ALTA-VP:85308	85308	NA	"Packer, Tom"	1980-08-14T00:00Z	NA	NA	NA	1980	8	14	80-08-14	tundra; rock (y); dry	NA	NA	NA	NA	CA	Northwest Territories	NA	NA	Hornby Bay	Hornby Bay:  East side of Bay:  Great Bear Lake.  Dry rocky tundra.	NA	NA	NA	NA	Canadian Geographical Names Data Base	NA	66.58333	-117.83333	NA	Arctostaphylos uva-ursi subsp. uva-ursi
883413455	University of Alberta Museums	ALTA-VP	University of Alberta Vascular Plant Herbarium (ALTA-VP)	NA	PRESERVED_SPECIMEN	NA	urn:catalog:ALTA-VP:30642	30642	97	"Packer, John G."	1970-08-27T00:00Z	NA	NA	NA	1970	8	27	70-08-27	river; bank; escarpment; wooded	NA	NA	NA	NA	CA	Northwest Territories	NA	NA	Louise Falls	"Louise Falls, just S. of Enterprise.  River bank, woods above escarpment."	NA	NA	NA	NA	Canadian Geographical Names Data Base	NA	NA	NA	"Rosatti, Thomas James"	Arctostaphylos uva-ursi (L.) Spreng.
883369604	University of Alberta Museums	ALTA-VP	University of Alberta Vascular Plant Herbarium (ALTA-VP)	NA	PRESERVED_SPECIMEN	NA	urn:catalog:ALTA-VP:112946	112946	87-013	"Zbigniewicz, M."	1987-05-14T00:00Z	NA	NA	NA	1987	5	14	87-05-14	coal spoils; shrubland	NA	NA	NA	NA	CA	Alberta	NA	NA	Cadomin	"19 km southwest of Cadomin, west off of highway 47, approximately 4 km, by west open pit mine. Coal spoils abandoned 1950. Sub-Alpine ecoregion. Disturbed site. Clumps of low shrubs with patches of bare coal spoil areas."	1830 m	NA	NA	NA	Canadian Geographical Names Data Base	NA	52.93333	-117.3	NA	Arctostaphylos uva-ursi (L.) Spreng.
1146336450	UAM	Plant specimens (ALA)	NA	NA	PRESERVED_SPECIMEN	NA	http://arctos.database.museum/guid/UAM:Herb:36485?seid=870636	36485	NA	Collector(s): Reidar Elven	1999-09-02T00:00Z	NA	NA	245	1999	9	2	99-09-02	"heath, granitic"	NA	NA	NA	NA	CA	Nunavut	NA	NA	"Baffin I., Frobisher Bay, Iqaluit, hills just NE of settlement"	"Baffin I., Frobisher Bay, Iqaluit, hills just NE of settlement"	NA	NA	NA	NA	Alan R. Batten	NA	63.75	-68.51	unknown	Arctostaphylos uva-ursi (L.) Spreng.
1041206244	UAM	Plant specimens (ALA)	NA	NA	PRESERVED_SPECIMEN	NA	urn:occurrence:Arctos:UAM:Herb:206532:602066	206532	NA	Collector(s): Jacob Peter Anderson	NA	1944-07-30/	NA	NA	NA	NA	NA	30-Jul-44	wooded hillside	NA	NA	NA	NA	CA	Yukon Territory	NA	NA	Whitehorse	NA	NA	NA	NA	NA	unknown	NA	NA	NA	unknown	Arctostaphylos uva-ursi (L.) Spreng.
1003838810	NA	NA	NA	NA	UNKNOWN	NA	JN966110	NA	NA	M.Kuzmina	2009-07-29T00:00Z	NA	NA	NA	2009	7	29	NA	NA	NA	NA	NA	NA	CA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58.75	-94.11	Masha L. Kuzmina	Arctostaphylos uva-ursi (L.) Spreng.
1008769162	NA	NA	NA	NA	UNKNOWN	NA	KC482007	NA	NA	"Saarela, J.M., Bull, R.D., Sokoloff, P.C."	2010-07-28T00:00Z	NA	NA	NA	2010	7	28	NA	NA	NA	NA	NA	NA	CA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62.53	-114.36	NA	Arctostaphylos uva-ursi (L.) Spreng.
465914631	Acadia University	ACAD	E. C. Smith Herbarium (ACAD)	Acadia University	PRESERVED_SPECIMEN	NA	54737	21140	NA	"Hughes, EO; Harrison, HM; Hosie, RC"	1938-06-25T00:00Z	NA	NA	NA	1938	6	25	NA	sandy beach	NA	NA	NA	NA	CA	Ontario	NA	Algoma	Michipicoten Harbour	NA	NA	NA	NA	NA	NA	NA	47.95972	-84.90018	NA	Arctostaphylos uva-ursi (L.) Spreng.
465914664	Acadia University	ACAD	E. C. Smith Herbarium (ACAD)	Acadia University	PRESERVED_SPECIMEN	NA	54771	22861	NA	"Sampson, DR; Smith, EC; Bent, FC; Schofield, WB"	1951-07-04T00:00Z	NA	NA	NA	1951	7	4	NA	hanging on dry cliff	NA	NA	NA	NA	CA	Nova Scotia	Victoria	NA	Warren Brook	NA	NA	NA	NA	NA	NA	NA	46.71101	-60.36523	NA	Arctostaphylos uva-ursi (L.) Spreng.
466036481	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	NA	NA	V142530	NA	"Richard Revel, Jack R. Maze"	NA	NA	NA	NA	1970	NA	NA	NA	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Hope slide, 10-15 miles southeast of Hope"	NA	NA	NA	NA	NA	NA	NA	49	-121	NA	Arctostaphylos uva-ursi (L.) Spreng.
466039067	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	NA	NA	V15862	NA	"Thomas M.C. Taylor, M.W. Bannan, H.M. Harrison"	1939-07-05T00:00Z	NA	NA	NA	1939	7	5	NA	NA	NA	NA	NA	NA	CA	Ontario	NA	NA	"vicinity of peninsula, Thunder Bay District"	NA	NA	NA	NA	NA	NA	NA	48.75	-86.25	NA	Arctostaphylos uva-ursi var. coactilis Fern. & J.F. Macbr.
466048763	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	NA	NA	V169962	NA	Corinne J. Selby	1977-06-18T00:00Z	NA	NA	NA	1977	6	18	NA	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	1.5 miles southeast of Relay Creek cabin	NA	NA	NA	NA	NA	NA	NA	51.18333	-122.96667	Corinne J. Selby	Arctostaphylos uva-ursi (L.) Spreng.
466059241	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	NA	NA	V15837	NA	John Davidson	1912-08-11T00:00Z	NA	NA	NA	1912	8	11	NA	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Garibaldi, Panorama Ridge"	NA	NA	NA	NA	NA	NA	NA	49.95	-123	John Davidson	Arctostaphylos uva-ursi (L.) Spreng.
466064562	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	NA	NA	V57284	NA	"Thomas M.C. Taylor, Adam F. Szczawinski, Marc Bell"	1956-06-23T00:00Z	NA	NA	NA	1956	6	23	NA	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Stikine Regional District, Cassiar"	NA	NA	NA	NA	NA	NA	NA	NA	NA	John W. Eastham 1956	Arctostaphylos uva-ursi (L.) Spreng.
466064839	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	NA	NA	V84224	NA	Adam F. Szczawinski	1959-08-23T00:00Z	NA	NA	NA	1959	8	23	NA	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Cache Creek, near Spatsizi Plateau"	NA	NA	NA	NA	NA	NA	NA	57	-128	John W. Eastham 1960	Arctostaphylos uva-ursi (L.) Spreng.
466066500	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	NA	NA	V151672	NA	Vladimir J. Krajina	1973-08-08T00:00Z	NA	NA	NA	1973	8	8	NA	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	"vicinity of forest service lookout, below nanika Mountain, above Morice Lake, southwest of Smithers"	NA	NA	NA	NA	NA	NA	NA	54.11667	-127.5	Jim Pojar 1974	Arctostaphylos uva-ursi (L.) Spreng.
466070626	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	NA	NA	V109360	NA	Marc Bell	1958-07-06T00:00Z	NA	NA	NA	1958	7	6	NA	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Arrow Park, makison flats"	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marc Bell	Arctostaphylos uva-ursi (L.) Spreng.
466077784	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	NA	NA	V75924	NA	Vladimir J. Krajina	1959-08-22T00:00Z	NA	NA	NA	1959	8	22	NA	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Thompson-Nicola Regional District, Botanie Valley"	NA	NA	NA	NA	NA	NA	NA	50.36667	-121.56667	Thomas M.C. Taylor 1958	Arctostaphylos uva-ursi (L.) Spreng.
473524212	Universit̩ de Montr̩al Biodiversity Centre	MT	Marie-Victorin Herbarium (MT)	Marie-Victorin Herbarium (MT)	PRESERVED_SPECIMEN	NA	59023	MT00059023	12605	"Cl̩onique-Joseph, Fr."	1930-06-21T00:00Z	NA	NA	NA	1930	6	21	21 juin 1930	Clairi̬re pr̬s du lac	NA	NA	NA	NA	CA	Qu̩bec	Deux-Montagnes	Oka	"Oka, bois de La Trappe"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Cl̩onique-Joseph, Fr."	Arctostaphylos uva-ursi (L.) Spreng.
473524216	Universit̩ de Montr̩al Biodiversity Centre	MT	Marie-Victorin Herbarium (MT)	Marie-Victorin Herbarium (MT)	PRESERVED_SPECIMEN	NA	59025	MT00059025	LG509	"Gaudreau, L̩opold"	1972-07-01T00:00Z	NA	NA	NA	1972	7	1	1.7.1972	Pin̬de grise �� Vaccinium-Cladonia. Sol: podzol ferro-humique	NA	NA	NA	NA	CA	Qu̩bec	NA	NA	Canton de Berry	NA	1050 ft	NA	NA	NA	NA	NA	48.81667	-78.33333	"Gaudreau, L̩opold"	Arctostaphylos uva-ursi (L.) Spreng.
473524283	Universit̩ de Montr̩al Biodiversity Centre	MT	Marie-Victorin Herbarium (MT)	Marie-Victorin Herbarium (MT)	PRESERVED_SPECIMEN	NA	59053	MT00059053	1117	"Desmarais, Yves"	1950-08-09T00:00Z	NA	NA	NA	1950	8	9	9 ao��t 1950	Rochers au-dessus de la gr̻ve	NA	NA	NA	NA	CA	Qu̩bec	L̩vis (hors MRC)	L̩vis	"Saint-Nicolas, Pointe �� Basile"	NA	NA	NA	NA	NA	NA	NA	46.73	-71.3314	"Desmarais, Yves"	Arctostaphylos uva-ursi (L.) Spreng.
668767357	Universit̩ Laval	QFA	Herbier Louis-Marie (QFA) - Collection de plantes vasculaires	Universit̩ Laval	PRESERVED_SPECIMEN	NA	QFA0405674	QFA0405674	8031-V1	"Marcotte, Francine; Lutzoni, Fran̤ois ; Gagn̩, Eug̬ne"	1980-07-01T00:00Z	NA	NA	NA	1980	7	1	juillet 1980	"Exposition : E ; Roche-m̬re : roc calcaire ; Sol : non-sol ; Humidit̩ : 1 ; pH : s (HT) 8,0 ; Groupement v̩g̩tal : Bryetum stenotrichum ; Strate, Abondance, Sociabilit̩ et Vitalit̩ : ab: 1.1"	NA	NA	NA	NA	CA	Qu̩bec	NA	NA	"Comt̩ de Duplessis, Archipel de Mingan, Petite �_le au Marteau"	NA	NA	NA	NA	NA	NA	NA	50.20944	-63.55806	"Small, Ernest"	Arctostaphylos uva-ursi (L.) Spreng.
668767381	Universit̩ Laval	QFA	Herbier Louis-Marie (QFA) - Collection de plantes vasculaires	Universit̩ Laval	PRESERVED_SPECIMEN	NA	QFA0590394	QFA0590394	18355	"Marie-Victorin, fr̬re; Rolland-Germain, fr̬re"	1924-07-28T00:00Z	NA	NA	NA	1924	7	28	28 juillet 1924	"Sur le cailloutis calcaire, formant la premi̬re zone de v̩g̩tation non halophytique."	NA	NA	NA	NA	CA	Qu̩bec	NA	NA	"C̫te-Nord du Golfe Saint-Laurent, Archipel de Mingan, �_le du Fant̫me."	NA	NA	NA	NA	NA	NA	NA	50.23056	-63.68194	"Marie-Victorin, fr̬re ; Rolland-Germain, fr̬re"	Arctostaphylos uva-ursi var. coactilis Fern. & J.F. Macbr.
668767382	Universit̩ Laval	QFA	Herbier Louis-Marie (QFA) - Collection de plantes vasculaires	Universit̩ Laval	PRESERVED_SPECIMEN	NA	QFA0590395	QFA0590395	77-13-1	"Aubin, Paul"	1966-06-01T00:00Z	NA	NA	NA	1966	6	1	juin 1966	Rochers expos̩s �� l'or̩e de la for̻t.	NA	NA	NA	NA	CA	Qu̩bec	NA	NA	"Mingan, �_le de Mingan, comt̩ de Duplessis."	NA	NA	NA	NA	NA	NA	NA	50.21083	-64.12444	"Aubin, Paul"	Arctostaphylos uva-ursi (L.) Spreng.
668767385	Universit̩ Laval	QFA	Herbier Louis-Marie (QFA) - Collection de plantes vasculaires	Universit̩ Laval	PRESERVED_SPECIMEN	NA	QFA0483756	QFA0483756	71/473	"Morisset, Pierre"	1971-08-07T00:00Z	NA	NA	NA	1971	8	7	07 ao��t 1971	Graviers calcaires expos̩s.	NA	NA	NA	NA	CA	Qu̩bec	NA	NA	"Petite �_le �� Marteau (Walrus Island), Archipel de Mingan, comt̩ de Duplessis."	NA	NA	NA	NA	NA	NA	NA	50.20944	-63.55806	"Morisset, Pierre"	Arctostaphylos uva-ursi (L.) Spreng.
318047656	KU	KANU	R. L. McGregor Herbarium Vascular Plants Collection	NA	PRESERVED_SPECIMEN	NA	0c42917b-ba8b-11e3-8cfe-90b11c41863e	197010	NA	E W Hart	1941-08-31T00:00Z	NA	NA	NA	1941	8	31	NA	NA	NA	NA	NA	NA	CA	Nova Scotia	Lunenburg	NA	Aspotogan	NA	250 ft	NA	NA	NA	NA	NA	NA	NA	E W Hart	Arctostaphylos uva-ursi (L.) Spreng.
899019907	NTSRV	NF-CDC	NatureServe Network Species Occurrence Data	NA	UNKNOWN	NA	NA	8-36590	NA	"NFM, MT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CA	Newfoundland Island	NA	NA	Strait of Belle Isle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
899020201	NTSRV	NF-CDC	NatureServe Network Species Occurrence Data	NA	UNKNOWN	NA	NA	8-33013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CA	Newfoundland and Labrador	NA	NA	St Barbe	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
899024587	NTSRV	NF-CDC	NatureServe Network Species Occurrence Data	NA	UNKNOWN	NA	NA	8-26830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CA	Newfoundland and Labrador	NA	NA	Humber East	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
918806863	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	NA	1154	V15842	5	D.A. Girard	1949-06-24T00:00Z	NA	NA	NA	1949	6	24	1949 Jun 24	NA	NA	NA	NA	NA	CA	Saskatchewan	NA	NA	Candle Lake	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
918814490	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	NA	8876	V142530	s.n.	Richard Revel; Jack R. Maze	NA	NA	NA	NA	NA	NA	NA	1970 Aug-Sep	"large boulders,to 60 ft.across, with alluvial fans"	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Hope slide, 10-15 miles southeast of Hope"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
918815576	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	NA	9983	V15854	9086	Thomas M.C. Taylor	1949-08-04T00:00Z	NA	NA	NA	1949	8	4	1949 Aug 04	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	wells	NA	1800 m	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
918820951	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	NA	15400	V101694	s.n.	Vladimir J. Krajina	1950-08-23T00:00Z	NA	NA	NA	1950	8	23	1950 Aug 23	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	mabel lake	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ferenc Tusko 1963	Arctostaphylos uva-ursi (L.) Spreng.
918823749	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	NA	18208	V15828	s.n.	G.C. Toner	1944-08-19T00:00Z	NA	NA	NA	1944	8	19	1944 Aug 19	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	"junction, Fraser & Chilcoten river"	NA	NA	NA	NA	NA	NA	NA	NA	NA	J.D.Campbell	Arctostaphylos uva-ursi (L.) Spreng.
918824330	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	NA	18791	V161074	s.n.	Richard M. Annas	1971-07-28T00:00Z	NA	NA	NA	1971	7	28	1971 Jul 28	gravel sand barr community	NA	NA	NA	NA	CA	British Columbia	NA	NA	"near mile 410 of the Alaska Highway, MacDonald creek"	NA	NA	NA	NA	NA	NA	NA	NA	NA	John Pinder-Moss 1978	Arctostaphylos uva-ursi (L.) Spreng.
918826559	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	NA	21065	V155486	s.n.	Jim Pojar	1975-07-15T00:00Z	NA	NA	NA	1975	7	15	1975 Jul 15	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	"along west side of Connector Creek, ca. 0.2 km northeast of University of British Columbia cabin, Gladys Lake area"	NA	1280 m	NA	NA	NA	NA	NA	57.58333	-128.78333	Jim Pojar	Arctostaphylos uva-ursi (L.) Spreng.
918831032	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	NA	25577	V151509	s.n.	Satoru Kojima	1969-06-15T00:00Z	NA	NA	NA	1969	6	15	1969 Jun 15	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Vancouver Island, Strathcona Provincial Park"	NA	442 m	NA	NA	NA	NA	NA	NA	NA	Satoru Kojima	Arctostaphylos uva-ursi (L.) Spreng.
918833188	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	NA	27754	V65943	s.n.	Vernon C. Brink	1943-06-07T00:00Z	NA	NA	NA	1943	6	7	1943 Jun 07	in pine woods	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Clinton, 2 miles west on road to Lilloett"	NA	NA	NA	NA	NA	NA	NA	NA	NA	Vernon C. Brink	Arctostaphylos uva-ursi (L.) Spreng.
918833873	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	NA	28455	V46559	5353	Vladimir J. Krajina; R.H. Spilsbury; Adam F. Szczawinski	1950-08-11T00:00Z	NA	NA	NA	1950	8	11	1950 Aug 11	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Vancouver Island, Nanaimo River Valley, 1st Nanaimo Lake station"	NA	210 m	NA	NA	NA	NA	NA	49.1	-124.11667	Vladimir J. Krajina 1955	Arctostaphylos uva-ursi (L.) Spreng.
918833882	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	NA	28468	V46571	4092	Vladimir J. Krajina; R.H. Spilsbury	1950-05-28T00:00Z	NA	NA	NA	1950	5	28	1950 May 28	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	"above bear-Cowichan Lakes, Vancouver Island"	NA	270 m	NA	NA	NA	NA	NA	48.81667	-124.16667	Vladimir J. Krajina 1955	Arctostaphylos uva-ursi (L.) Spreng.
918834725	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	NA	29299	V146258	153	W.H. Parker	1974-05-29T00:00Z	NA	NA	NA	1974	5	29	1974 May 29	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	"East Kootenay Regional District, 0.5 mile east of Moyie Lake"	NA	NA	NA	NA	NA	NA	NA	49.33333	-115.83333	W.H. Parker 1974	Arctostaphylos uva-ursi (L.) Spreng.
78352806	CMN	CAN	NA	NA	PRESERVED_SPECIMEN	NA	NA	CAN 416319	NA	"Thaler, G.R."	1970-07-13T00:00Z	NA	NA	NA	1970	7	13	NA	NA	NA	NA	NA	NA	CA	Ontario	Muskoka Distr. Mun. (ON)	NA	Georgian Bay Islands National Park. Frying Pan Bay  Beausoleil Island	NA	NA	NA	NA	NA	NA	NA	44.9	-79.85	"Thaler, G.R."	Arctostaphylos uva-ursi var. coactilis Fern. & J.F. Macbr.
894987804	University of Lethbridge	LEA	University of Lethbridge Herbarium (LEA)	University of Lethbridge	PRESERVED_SPECIMEN	NA	12867	urn:lsid:biocol.org:col:14547	NA	3126 J. Nagy	1970-05-26T00:00Z	NA	NA	NA	1970	5	26	NA	north facing bank of river	NA	NA	NA	NA	CA	Alberta	NA	NA	"Park entrance, north facing bank of the Waterton River near bridge."	NA	4200 feet	NA	NA	NA	NA	NA	50.11667	-113.83333	NA	Arctostaphylos uva-ursi (L.) Spreng.
