gbifID	institutionCode	collectionCode	basisOfRecord	recordNumber	recordedBy	individualCount	preparations	associatedTaxa	fieldNumber	eventDate	year	month	day	verbatimEventDate	habitat	fieldNotes	eventRemarks	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	scientificName
1065571528	CAS	BOT	PRESERVED_SPECIMEN	10154	"Suksdorf, Wilhelm N."	NA	NA	NA	NA	1925-09-27T00:00Z	1925	9	27	"Sept. 27, 1925"	"Dry, rocky ground."	NA	NA	NA	NA	US	Washington	Klickitat County	NA	Bingen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier cusickii Fern.
930741652	NA	NA	HUMAN_OBSERVATION	NA	Steven J. Baskauf	NA	NA	NA	NA	2005-08-01T00:00Z	2005	8	1	NA	NA	NA	NA	NA	NA	US	Washington	Chelan	NA	"Icicle Gorge trail, Wenatchee National Forest"	NA	NA	NA	NA	NA	NA	NA	47.60865	-120.902	1500	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
923915491	iNaturalist	Observations	HUMAN_OBSERVATION	NA	John Brew	NA	NA	NA	NA	2014-06-07T19:54Z	2014	6	7	14-06-07 10:54	NA	NA	NA	NA	NA	US	NA	NA	NA	NA	"Washington, United States"	NA	NA	NA	NA	NA	NA	47.86604	-123.04885	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
864753191	Harvard University	GH	PRESERVED_SPECIMEN	7081	C. B. Wolf	NA	Sheet	NA	7081	1935-05-29T00:00Z	1935	5	29	NA	NA	NA	NA	NA	NA	US	California	San Bernardino County	NA	"Mojave Desert, Clark Mt. 1 1/2 Mi. S.E. of Coliseum Mine Narrow Canyon"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1146318900	UAM	Plant specimens (ALA)	PRESERVED_SPECIMEN	NA	Collector(s): Stacy Studebaker		whole organism	NA	NA	2012-07-31T00:00Z	2012	7	31	31-Jul-12	"hanging over seacliff, growing with Viburnum edule and Salix bebbiana, not common in area"	NA	NA	NA	Kodiak Island	US	Alaska	NA	NA	"Uganik Bay, Uganik Island, N edge of lagoon"	"Uganik Bay, Uganik Island, N edge of lagoon"	NA	NA	NA	NA	Stacy Studebaker	NA	57.84619	-153.31555	NA	NA	NA	decimal degrees	NA	Amelanchier alnifolia (Nutt.) Nutt.
1146347932	UAM	Plant specimens (ALA)	PRESERVED_SPECIMEN	NA	Collector(s): Eve Laeger		whole organism	NA	NA	2001-07-09T00:00Z	2001	7	9	01-07-09	"N facing slope of intermittent alder thickets and rocky cliffs, N slope, 25 degrees, 100% vegetative cover, occasional"	NA	NA	NA	NA	US	Alaska	NA	NA	"Cook Inlet, W side, Tuxedni Bear Camp, S side of Tuxedni Bay, E of Open Creek"	"Cook Inlet, W side, Tuxedni Bear Camp, S side of Tuxedni Bay, E of Open Creek"	NA	NA	NA	NA	Alan R. Batten	NA	60.21	-152.9	3615	NA	NA	decimal degrees	NA	Amelanchier alnifolia (Nutt.) Nutt.
1146341950	UAM	Plant specimens (ALA)	PRESERVED_SPECIMEN	NA	Collector(s): Wayne Robuck		whole organism	NA	NA	1972-07-22T00:00Z	1972	7	22	72-07-22	steep s-facing slope	NA	NA	NA	NA	US	Alaska	NA	NA	"Coast Mts., Hyder"	"Coast Mts., Hyder"	NA	NA	NA	NA	Alan R. Batten	NA	55.91	-130.13	3615	NA	NA	decimal degrees	NA	Amelanchier alnifolia (Nutt.) Nutt.
1146259465	UAM	Plant specimens (ALA)	PRESERVED_SPECIMEN	NA	"Collector(s): Carolyn L. Parker, Jim Herriges"		whole organism	NA	NA	2008-06-21T00:00Z	2008	6	21	21-Jun-08	"steep, S-facing slope, shaley substrate with abundant fines, scattered white spruce and aspen, vegetation dominated by Festuca altiaca, Calamagrostis purpurascens, and Saxifraga tricuspitata"	NA	NA	NA	NA	US	Alaska	NA	NA	"upper Black River valley, 15 km NNE of VABM Bly"	"upper Black River valley, 15 km NNE of VABM Bly"	NA	NA	NA	NA	Carolyn L. Parker	NA	65.72583	-141.71417	NA	NA	NA	degrees dec. minutes	NA	Amelanchier alnifolia (Nutt.) Nutt.
125535060	UCMC	COLO	PRESERVED_SPECIMEN	NA	H.D. Harrington	NA	NA	NA	NA	1947-05-24T00:00Z	1947	5	24	NA	NA	NA	NA	NA	NA	US	Colorado	Mesa	NA	W side of Grand Mesa.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
125535178	UCMC	COLO	PRESERVED_SPECIMEN	NA	Vlad Siplivinsky	NA	NA	NA	NA	1981-06-03T00:00Z	1981	6	3	NA	NA	NA	NA	NA	NA	US	Colorado	Mesa	NA	"Grand Mesa National Forest, along Mesa Creek."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
125535292	UCMC	COLO	PRESERVED_SPECIMEN	NA	B. Neely	NA	NA	NA	NA	1987-05-16T00:00Z	1987	5	16	NA	NA	NA	NA	NA	NA	US	Colorado	Moffat	NA	"Dinosaur National Monument, dry Woman Canyon, 1 mi. SE of confluence with Yampa River."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
185831426	CS	Herbarium	PRESERVED_SPECIMEN	NA	Lynn Marie Moore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	Colorado	Montezuma County	NA	",Upper Dolores River Drainage and Adjacent Areas:  ca 3 air mi W of Cortez, NW side of ridge overlooking Alkali Canyon, Indian Camp Ranch, jeep trail W of County Rd. 23.  Also S31."	NA	NA	NA	NA	NA	NA	NA	37.3492	-108.8724	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
176873444	KU	KANU	PRESERVED_SPECIMEN	NA	Jody K Nelson	NA	NA	NA	339	1996-05-30T00:00Z	1996	5	30	NA	NA	NA	Gentian Draw. Growing above Prunus virginiana shrubland on steep N aspect with Rhus aromatica and Prunus virginiana in gravelly soils.	NA	NA	US	Colorado	Jefferson	NA	"Boulder, 7 mi S on Rocky Flats Pediment"	NA	1799 m	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
40093157	USA026	USA026	UNKNOWN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	NA	NA	NA	"Old Black Mesa road at base of mesa S of Crawford, Colorado"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
40093167	USA026	USA026	UNKNOWN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	NA	NA	NA	American Fork Canyon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
40093170	USA026	USA026	UNKNOWN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47	-110	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
40093301	USA026	USA026	UNKNOWN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	NA	NA	NA	"Latah County, T39N R2W S10, Roadside cut .5 mile south of jucntion of hwy 3 and 8 in Deary going south on hwy 3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
40093322	USA026	USA026	UNKNOWN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	NA	NA	NA	"Kootenia county, T49N R1E S30, interstate right of way, 3.1 mile west of Coeur d' Alene river bridge on Interstate 90, just west of Cataldo, going west on I 90, north side of road"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
40093325	USA026	USA026	UNKNOWN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	NA	NA	NA	"Boundary county, T65N R1E S31, Hwy right of way, 3.1 miles north of junction  of hwy 1 and 95, north of Bonner Ferry, going north on hwy 1, west side of hwy"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
40093339	USA026	USA026	UNKNOWN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	NA	NA	NA	"Cassia county, T15S R24E S10, fence line near a ditch"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
40093341	USA026	USA026	UNKNOWN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	NA	NA	NA	Lincoln county	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
40093361	USA026	USA026	UNKNOWN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	NA	NA	NA	"Grant county, T28N R30E S2, Lat 48 deg, Long 119 deg  soil texture V.St.S.l."	NA	NA	NA	NA	NA	NA	NA	48	-119	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
40093376	USA026	USA026	UNKNOWN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
51748662	OSC	WILLU	PRESERVED_SPECIMEN	NA	M.E. Peck	NA	NA	NA	NA	1926-03-23T00:00Z	1926	3	23	NA	NA	NA	NA	NA	NA	US	Oregon	Wasco	NA	Moiser.	NA	NA	NA	NA	NA	NA	NA	45.6836	-121.3961	402.34	NA	NA	NA	NA	Amelanchier cusickii Fern.
441685248	UWBM	Plants	PRESERVED_SPECIMEN	NA	Cindy Spurgeon	NA	NA	NA	NA	2002-06-15T00:00Z	2002	6	15	NA	NA	NA	NA	NA	NA	US	Washington	Whatcom	NA	"Ross Lake National Recreation Area; Pyramid Lake, west of Colonial Creek Campground."	NA	NA	NA	NA	NA	NA	NA	48.69483	-121.1234	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
441685797	UWBM	Plants	PRESERVED_SPECIMEN	NA	Wilhelm N. Suksdorf	NA	NA	NA	NA	1931-04-20T00:00Z	1931	4	20	NA	NA	NA	NA	NA	NA	US	Washington	Klickitat	NA	Bingen.	NA	NA	NA	NA	NA	NA	NA	45.715	-121.46333	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
441685986	UWBM	Plants	PRESERVED_SPECIMEN	NA	Ben Legler	NA	NA	NA	NA	2009-05-28T00:00Z	2009	5	28	NA	NA	NA	NA	NA	NA	US	Washington	San Juan	NA	San Juan Islands. Gossip Island.	NA	NA	NA	NA	NA	NA	NA	48.66315	-123.1729	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
441686016	UWBM	Plants	PRESERVED_SPECIMEN	NA	Patricia Lu-Irving	NA	NA	NA	NA	2009-05-01T00:00Z	2009	5	1	NA	NA	NA	NA	NA	NA	US	Washington	Lincoln	NA	Route 21 between Wilbur and Keller Ferry; hills above the road as route descends towards Ferry.	NA	NA	NA	NA	NA	NA	NA	47.86612	-118.7234	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
441686316	UWBM	Plants	PRESERVED_SPECIMEN	NA	Albert N. Steward	NA	NA	NA	NA	1957-04-21T00:00Z	1957	4	21	NA	NA	NA	NA	NA	NA	US	Oregon	Wasco	NA	Above Rowena Junction on old Highway 30.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier cusickii Fern.
441686405	UWBM	Plants	PRESERVED_SPECIMEN	NA	F. A. Warren	NA	NA	NA	NA	1932-06-27T00:00Z	1932	6	27	NA	NA	NA	NA	NA	NA	US	Washington	Pierce	NA	"Upper Tahoma Creek, Mount Rainier."	NA	NA	NA	NA	NA	NA	NA	46.73749	-121.90317	NA	NA	NA	NA	NA	Amelanchier florida var. cusickii (Fernald) M.Peck
318046356	KU	KANU	PRESERVED_SPECIMEN	NA	Steve Stephens	NA	NA	NA	78382	1974-06-20T00:00Z	1974	6	20	NA	NA	NA	"Along sandstone outcrop at top of steep prairie hillside. Sandy, clay soil."	NA	NA	US	Montana	McCone	NA	"Ft Peck Dam spillway, 5 mi SE"	NA	NA	NA	NA	NA	NA	NA	47.95352719	-106.341194	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
318046366	KU	KANU	PRESERVED_SPECIMEN	NA	Arthur Cronquist	NA	NA	NA	5736	1949-04-24T00:00Z	1949	4	24	NA	NA	NA	"On W slope above Rattlesnake Creek, on small tributary stream, along Rattlesnake Grade."	NA	NA	US	Washington	Asotin	NA	"Anatone, 8 mi SW"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
318046367	KU	KANU	PRESERVED_SPECIMEN	NA	Steve Stephens; Ralph E Brooks	NA	NA	NA	12054	1967-06-22T00:00Z	1967	6	22	NA	NA	NA	"Upland prairie hillside, near head of ravine. Rocky, shale soil."	NA	NA	US	South Dakota	Lyman	NA	"Lower Brule, 5 mi W"	NA	NA	NA	NA	NA	NA	NA	44.07611	-99.68217	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
240487434	KU	KANU	PRESERVED_SPECIMEN	NA	Steve Stephens	NA	NA	NA	69526	1973-07-30T00:00Z	1973	7	30	NA	NA	NA	"Open-pine prairie ravine. Rocky, sandstone soil."	NA	NA	US	Montana	Rosebud	NA	"Lame Deer, 1.5 mi W"	NA	NA	NA	NA	NA	NA	NA	45.62306	-106.69717	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
60039902	USU	UTC	UNKNOWN	NA	WN Suksdorf	NA	NA	NA	NA	1928-04-17T00:00Z	1928	4	17	NA	NA	NA	NA	NA	NA	US	Washington	Klickitat	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
60040124	USU	UTC	UNKNOWN	NA	A Nelson	NA	NA	NA	NA	1897-05-28T00:00Z	1897	5	28	NA	NA	NA	NA	NA	NA	US	Wyoming	Uinta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
60040137	USU	UTC	UNKNOWN	NA	P Smith	NA	NA	NA	NA	1938-05-07T00:00Z	1938	5	7	NA	NA	NA	NA	NA	NA	US	Montana	Missoula	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
60040320	USU	UTC	UNKNOWN	NA	B Hammond	NA	NA	NA	NA	1985-05-13T00:00Z	1985	5	13	NA	NA	NA	NA	NA	NA	US	Utah	Cache	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
60040798	USU	UTC	UNKNOWN	NA	Kipp Mazullo	NA	NA	NA	NA	2003-07-01T00:00Z	2003	7	1	NA	NA	NA	NA	NA	NA	US	Oregon	Wallowa	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.33	-117	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1041297543	UAM	Plant specimens (ALA)	PRESERVED_SPECIMEN	NA	"Collector(s): Andrei Pavlovich Khokhryakov, Boris A. Yurtsev, David F. Murray"		whole organism	NA	NA	1981-07-11T00:00Z	1981	7	11	81-07-11	"steep, e-facing slope"	NA	NA	NA	NA	US	Alaska	NA	NA	"Yukon R. valley, Yukon R. 4.5 km N of Eagle"	"Yukon R. valley, Yukon R. 4.5 km N of Eagle"	NA	NA	NA	NA	Alan R. Batten	NA	64.83	-141.16	3615	NA	NA	decimal degrees	NA	Amelanchier alnifolia (Nutt.) Nutt.
1041360001	KHD	vascular plants	PRESERVED_SPECIMEN	RP 75063	Velma Richards	NA	NA	NA	NA	1975-06-13T00:00Z	1975	6	13	NA	"Rocky ridge, N facing."	NA	NA	NA	NA	US	Colorado	Clear Creek County	NA	Walter S. Reed Botanic Gardens; 6 miles west of Evergreen; Upper Bear Creek Canyon. Site D.	NA	2300 M	NA	NA	NA	NA	NA	39.61666	-105.41666	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1042031443	TRH	V	PRESERVED_SPECIMEN	NA	Olav Gj�_revoll	NA	NA	NA	NA	1978-07-01T00:00Z	1978	7	1	NA	In thickets	NA	NA	NA	NA	US	Alaska	NA	NA	Central Pacific Coast: Homer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1096806259	S	VascularPlants	PRESERVED_SPECIMEN	4119	E. Emanuelsson	NA	dried on sheet	NA	4119	2011-07-16T00:00Z	2011	7	16	NA	NA	NA	NA	NA	NA	US	California	NA	NA	"California. Sagehen creek Field Station, Truckee, Nevada Co."	"California. Sagehen creek Field Station, Truckee, Nevada Co."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1097096929	NY	NA	PRESERVED_SPECIMEN	9839	P. A. Rydberg	NA	NA	NA	NA	1911-08-19T00:00Z	1911	8	19	NA	NA	NA	NA	NA	NA	US	Utah	NA	NA	"Abajo Mountains, near Indian Creek"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1097851427	NY	NA	PRESERVED_SPECIMEN	11185	D. E. Atha	NA	NA	NA	NA	2011-07-20T00:00Z	2011	7	20	NA	NA	NA	NA	NA	NA	US	Washington	Kittitas Co.	NA	5 air km ESE of Cle Elum	NA	NA	NA	NA	NA	NA	NA	47.17989	-120.87492	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1098228672	NY	NA	PRESERVED_SPECIMEN	21788	C. L. Hitchcock	NA	NA	NA	NA	1959-06-08T00:00Z	1959	6	8	NA	NA	NA	NA	NA	NA	US	Idaho	Payette Co.	NA	"15 miles north of New Meadows, on basaltic cliffs above Little Salmon River"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1020965039	UC	VascularPlants	PRESERVED_SPECIMEN	6	H. R. Josephson		NA	NA	NA	1933-05-26T00:00Z	1933	5	26	May 26 1933	NA	NA	NA	NA	NA	US	California	Shasta	NA	1.5 mi up Sugarloaf Creek; Redding Quad.	NA	1000 ft	NA	NA	NA	NA	NA	40.8772824	-122.3809206	825	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1021007464	RSA	VascularPlants	PRESERVED_SPECIMEN	2810	G. D. Wallace		NA	NA	NA	1988-04-12T00:00Z	1988	4	12	Apr 12 1988	NA	NA	NA	NA	NA	US	California	Del Norte	NA	North of Gasquet: South side of Stoney Creek at junction with Smith River.. .	NA	NA	NA	NA	NA	NA	NA	41.8609	-123.9638	135	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1021013980	UCD	VascularPlants	PRESERVED_SPECIMEN	s.n.	"K. Esau, E. Hyde"		NA	NA	NA	1940-05-25T00:00Z	1940	5	25	05 25 1940	NA	NA	NA	NA	NA	US	California	Napa	NA	Napa County	NA	NA	NA	NA	NA	NA	NA	38.5381	-122.4033	22249	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1021424560	YM-YOSE	VascularPlants	PRESERVED_SPECIMEN	NA	Bert Harwell		NA	NA	NA	1936-04-22T00:00Z	1936	4	22	4/22/1936	NA	NA	NA	NA	NA	US	California	Mariposa	NA	100YDS FROM VALLEY VIEW ACROSS THE RIVER	NA	4000 ft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1065075874	CAS	DS	PRESERVED_SPECIMEN	3668	"Applegate, Elmer I."	NA	NA	NA	NA	1923-07-22T00:00Z	1923	7	22	"July 22, 1923."	Hillside amnog lava rocks.	NA	NA	NA	NA	US	Oregon	Klamath County	NA	"Modoc Point, east side of Klamath Lake"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier cusickii Fern.
1022634708	BOUM	Herbier BOREAL CONFLUENCE (BOUM)	PRESERVED_SPECIMEN	NA	Boreal Confluence		NA	NA	BC060505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	NA	NA	NA	Washington : Etat	NA	NA	NA	NA	NA	NA	NA	47.916	-118.548	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1065571499	CAS	DS	PRESERVED_SPECIMEN	7777	"Purer, Edith A."	NA	NA	NA	NA	1938-08-09T00:00Z	1938	8	9	"Aug. 9, 1938"	Open woods.	NA	NA	NA	NA	US	Washington	Chelan County	NA	Icicle Canyon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier cusickii Fern.
1065571533	CAS	BOT	PRESERVED_SPECIMEN	326	"Rogers, H. T."	NA	NA	NA	NA	1940-04-24T00:00Z	1940	4	24	24-Apr-40	Level.	NA	NA	NA	NA	US	Washington	Ferry County	NA	West side of Columbia River 9 miles below Northport	NA	1290 ft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier cusickii Fern.
1065571561	CAS	BOT	PRESERVED_SPECIMEN	231	"Rogers, H. T.; Boothroyd, C.; Meyer, F. G.; Ownbey, M."	NA	NA	NA	NA	1940-04-03T00:00Z	1940	4	3	03-Apr-40	Basalt talus slope.	NA	NA	NA	NA	US	Washington	Grant County	NA	�_ mile below the dry falls of Grand Coulee	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier cusickii Fern.
1041239745	UAM	Plant specimens (ALA)	PRESERVED_SPECIMEN	NA	Collector(s): A. Rude		whole organism	NA	NA	1946-07-03T00:00Z	1946	7	3	46-07-03	NA	NA	NA	NA	NA	US	Alaska	NA	NA	Haines	Haines	NA	NA	NA	NA	Alan R. Batten	NA	59.25	-135.5	3615	NA	NA	decimal degrees	NA	Amelanchier alnifolia (Nutt.) Nutt.
1041304566	UAM	Plant specimens (ALA)	PRESERVED_SPECIMEN	NA	Collector(s): Vernon L. Harms		whole organism	NA	NA	1965-06-03T00:00Z	1965	6	3	65-06-03	s-slope	NA	NA	NA	NA	US	Alaska	NA	NA	UAF Campus	UAF Campus	NA	NA	NA	NA	Alan R. Batten	NA	64.86	-147.83	3615	NA	NA	decimal degrees	NA	Amelanchier alnifolia (Nutt.) Nutt.
1097172100	NY	NA	PRESERVED_SPECIMEN	2947	A. O. Garrett	NA	NA	NA	NA	1922-05-27T00:00Z	1922	5	27	NA	NA	NA	NA	NA	NA	US	Utah	Salt Lake Co.	NA	Just below Barclay	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1097265397	NY	NA	PRESERVED_SPECIMEN	s.n.	M. E. Jones	NA	NA	NA	NA	1899-07-10T00:00Z	1899	7	10	NA	NA	NA	NA	NA	NA	US	Idaho	NA	NA	Salubria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1097548237	NY	NA	PRESERVED_SPECIMEN	1847	A. Nelson	NA	NA	NA	NA	1912-07-01T00:00Z	1912	7	1	NA	NA	NA	NA	NA	NA	US	Idaho	Owyhee Co.	NA	Deadwood Creek	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1097570247	NY	NA	PRESERVED_SPECIMEN	4470	A. R. Kruckeberg	NA	NA	NA	NA	1958-06-19T00:00Z	1958	6	19	NA	NA	NA	NA	NA	NA	US	Utah	Salt Lake Co.	NA	"One mile below Alta on road to Sandy, down Little Cottonwood Canyon, Wasatch Mountains"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1097662243	NY	NA	PRESERVED_SPECIMEN	18529	L. C. Higgins	NA	NA	NA	NA	1989-05-25T00:00Z	1989	5	25	NA	NA	NA	NA	NA	NA	US	Utah	Washington Co.	NA	"South side Horse Ranch Mountain, ca. 4 miles ENE of Kolob Canyons visitor center"	NA	NA	NA	NA	NA	NA	NA	37.46	-113.15	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1097819761	NY	NA	PRESERVED_SPECIMEN	1262	R. B. Warrick	NA	NA	NA	NA	1986-05-14T00:00Z	1986	5	14	NA	NA	NA	NA	NA	NA	US	Utah	Washington Co.	NA	Right Fork Santa Clara River	NA	NA	NA	NA	NA	NA	NA	37.37	-113.47	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1097948076	NY	NA	PRESERVED_SPECIMEN	3463	M. A. Franklin	NA	NA	NA	NA	1986-06-06T00:00Z	1986	6	6	NA	NA	NA	NA	NA	NA	US	Utah	Grand Co.	NA	"North slope of LaSal Mountains, Upper Fisher Creek"	NA	NA	NA	NA	NA	NA	NA	38.6	-109.19	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1098418474	NY	NA	PRESERVED_SPECIMEN	11357	D. E. Atha	NA	NA	NA	NA	2011-07-25T00:00Z	2011	7	25	NA	NA	NA	NA	NA	NA	US	Montana	Glacier Co.	NA	ca 1 air km NW of Cut Bank town center	NA	NA	NA	NA	NA	NA	NA	48.63998	-112.34319	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1020799289	RSA	VascularPlants	PRESERVED_SPECIMEN	s.n.	Anonymous		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	San Bernardino	NA	Bear Valley	NA	NA	NA	NA	NA	NA	NA	34.25408	-116.92274	6400	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1021013839	UCD	VascularPlants	PRESERVED_SPECIMEN	s.n.	E. H. Hyde		NA	NA	NA	1935-07-21T00:00Z	1935	7	21	07 21 1935	NA	NA	NA	NA	NA	US	California	Nevada	NA	Nevada County: Donner Lake	NA	5100 ft.	NA	NA	NA	NA	NA	39.3225	-120.2653	2664	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
