gbifID	institutionCode	collectionCode	basisOfRecord	recordNumber	recordedBy	individualCount	preparations	associatedTaxa	fieldNumber	eventDate	year	month	day	verbatimEventDate	habitat	fieldNotes	eventRemarks	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	scientificName
1052776034	TRH	V	PRESERVED_SPECIMEN	NA	J. Looman	NA	NA	NA	NA	1969-05-13T00:00Z	1969	5	13	NA	Brush	NA	NA	NA	NA	CA	Saskatchewan	NA	NA	"Saskatchewan Landing, Sask."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1041212861	UAM	Plant specimens (ALA)	PRESERVED_SPECIMEN	NA	Collector(s): R. F. Daubenmire		whole organism	NA	NA	NA	NA	NA	NA	23-Jul-51	grassland	NA	NA	NA	NA	CA	Yukon Territory	NA	NA	50 mi ESE of Whitehorse	NA	NA	NA	NA	NA	unknown	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1258907937	MO	MO	PRESERVED_SPECIMEN	Krivda 75-196	Walter K. Krivda	NA	NA	NA	NA	1975-06-10T00:00Z	1975	6	10	NA	NA	NA	NA	NA	NA	CA	Manitoba	NA	NA	"The pas,along hwy to museum, in mixed woods"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
918821571	University of British Columbia	UBC	PRESERVED_SPECIMEN	79002	Gail Franko	NA	mounted	NA	NA	1979-07-27T00:00Z	1979	7	27	1979 Jul 27	dry gravelly site	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Bulkley-Nechako Regional District, Maclure Lake (Tyhee Lake) near Telkwa"	NA	NA	NA	NA	NA	NA	NA	54.71667	-127.01667	NA	NA	NA	NA	unknown	Amelanchier alnifolia (Nutt.) Nutt.
918967379	University of British Columbia	UBC	PRESERVED_SPECIMEN	s.n.	G.V. Copley	NA	mounted	NA	NA	1914-06-03T00:00Z	1914	6	3	1914 Jun 03	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Fort Grahame, Finlay River"	NA	2080 ft	NA	NA	NA	NA	NA	56.63333	-125.41667	NA	NA	NA	NA	unknown	Amelanchier alnifolia (Nutt.) Nutt.
918967380	University of British Columbia	UBC	PRESERVED_SPECIMEN	s.n.	J.A. Wattie	NA	mounted	NA	NA	1915-05-01T00:00Z	1915	5	1	1915 May 01	among small secund growth	NA	NA	NA	NA	CA	British Columbia	NA	NA	Point Grey	NA	NA	NA	NA	NA	NA	NA	49.26667	-122.75	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
918970063	University of British Columbia	UBC	PRESERVED_SPECIMEN	s.n.	C.F. Newcombe	NA	mounted	NA	NA	1913-06-09T00:00Z	1913	6	9	1913 Jun 09	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Haida Gwaii (Queen Charlotte Islands), Limestone Island"	NA	NA	NA	NA	NA	NA	NA	52.9	-130.4	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
919129676	University of Manitoba	WIN	PRESERVED_SPECIMEN	4122	Royce E. Longton	NA	NA	NA	NA	1972-05-20T00:00Z	1972	5	20	NA	Mown grassland. Campsite	NA	NA	NA	NA	CA	Manitoba	NA	NA	Spruce Woods Provincial Park Camp site	NA	NA	NA	NA	NA	NA	NA	49.7008889	-99.09728805	10000	NA	NA	degrees minutes seconds	NAD27	Amelanchier alnifolia (Nutt.) Nutt.
894996373	University of Lethbridge	LEA	PRESERVED_SPECIMEN	NA	"254 J. Campbell-Snelling, M. Chambers"	NA	NA	with Chokecherry Crataegus Rosa	NA	1982-05-31T00:00Z	1982	5	31	NA	N facing slope	NA	NA	NA	NA	CA	Alberta	NA	NA	"1/4 mi. E Hester homestead, S side of Spring Pt Road"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
894996473	University of Lethbridge	LEA	PRESERVED_SPECIMEN	NA	"184 John Nagy, Walter Blais"	NA	NA	NA	NA	1969-05-14T00:00Z	1969	5	14	NA	"Shale meadow with rocks, 30��_ East slope"	NA	"shrub, 1 1/2 feet"	NA	NA	CA	Alberta	NA	NA	East end Lakeview Ridge	NA	5300 feet	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
813253460	Royal Ontario Museum (ROM)	TRT	PRESERVED_SPECIMEN	NA	"Garton, C.E.; et al."	NA	NA	NA	NA	1971-08-03T00:00Z	1971	8	3	NA	NA	NA	NA	NA	NA	CA	Ontario	Algoma Dist.	NA	"T.30, R.23., Hwy 17, Vicinity of Texaco depot on Algoma Central Railway property, 2 miles N of junction with Hwy 101."	NA	NA	NA	NA	NA	NA	NA	48	-84.81667	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
813273742	Royal Ontario Museum (ROM)	TRT	PRESERVED_SPECIMEN	NA	"Taylor, T.M.C.; Bannan, M.W.; Harrison, H.M."	NA	NA	NA	NA	1939-06-20T00:00Z	1939	6	20	NA	NA	NA	NA	NA	NA	CA	Ontario	Thunder Bay Dist.	NA	Vicinity of Peninsula	NA	NA	NA	NA	NA	NA	NA	48.75	-86.25	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
813276247	Royal Ontario Museum (ROM)	TRT	PRESERVED_SPECIMEN	NA	"Brunton, D.F."	NA	NA	NA	NA	1993-07-20T00:00Z	1993	7	20	NA	NA	NA	NA	NA	NA	CA	Ontario	NA	NA	"Goulbourn, N side of Hwy 7 on E side of entrance to speedway, 0.50 km SW of Spruce Ridge Rd."	NA	NA	NA	NA	NA	NA	NA	45.23333	-75.98333	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
813286601	Royal Ontario Museum (ROM)	TRT	PRESERVED_SPECIMEN	NA	"Riley, J.L."	NA	NA	NA	NA	1978-07-04T00:00Z	1978	7	4	NA	NA	NA	NA	NA	NA	CA	Ontario	Timiskaming Dist.	NA	"Kap-Kig-Iwan Provincial Park, N of Engelhart River, NW of High Falls.; 234F"	NA	NA	NA	NA	NA	NA	NA	47.8	-79.88333	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
813291972	Royal Ontario Museum (ROM)	TRT	PRESERVED_SPECIMEN	NA	"Riley, J.L."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CA	Ontario	Kenora Dist.	NA	"Albany River, NW of the Forks.; 442"	NA	NA	NA	NA	NA	NA	NA	51.28333	-84.8	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
768405156	University of British Columbia	UBC	PRESERVED_SPECIMEN	NA	L.M. Bower	NA	NA	NA	NA	1912-06-12T00:00Z	1912	6	12	NA	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	Fort George	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
441685767	UWBM	Plants	PRESERVED_SPECIMEN	NA	F. Comte	NA	NA	NA	NA	1970-05-01T00:00Z	1970	5	1	NA	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Mount Douglas, Victoria."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
466056282	University of British Columbia	UBC	PRESERVED_SPECIMEN	NA	Judy Newton	NA	NA	NA	NA	1990-05-06T00:00Z	1990	5	6	NA	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Mcgillivray, anderson lake, north of d'arcy"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
466085143	University of British Columbia	UBC	PRESERVED_SPECIMEN	NA	Wynne Gorman	NA	NA	NA	NA	1979-08-14T00:00Z	1979	8	14	NA	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	"North bank of Iskut River, ca. 15 km northwest from junction with Forrest Kerr River,"	NA	NA	NA	NA	NA	NA	NA	56.5	-130.5	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
466283858	University of British Columbia	UBC	PRESERVED_SPECIMEN	NA	Volker Michelfelder	NA	NA	NA	NA	2003-07-10T00:00Z	2003	7	10	NA	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Bella Coola, edge of estuary, 50 m west of elementary school"	NA	NA	NA	NA	NA	NA	NA	52.38333	-126.75	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
466345947	University of British Columbia	UBC	PRESERVED_SPECIMEN	NA	"Marc Bell, John Davidson"	NA	NA	NA	NA	1957-07-15T00:00Z	1957	7	15	NA	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Flathead Road, Mile 14"	NA	NA	NA	NA	NA	NA	NA	49	-114	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
668795314	Universit̩ Laval	QFA	PRESERVED_SPECIMEN	33203	"Marie-Victorin, fr̬re; Rolland-Germain, fr̬re ; Jacques, ��mile"	NA	mounted	NA	NA	1930-07-17T00:00Z	1930	7	17	17 juillet 1930	"Sommet E, Plante dominante (1-2 pieds)"	NA	NA	NA	NA	CA	Qu̩bec	NA	NA	"Comt̩ de Gasp̩, Mont St-Pierre"	NA	NA	NA	NA	NA	NA	NA	48.41667	-67.8	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
883375464	University of Alberta Museums	ALTA-VP	PRESERVED_SPECIMEN	10093	"McCalla, William C."		dried and pressed	NA	NA	1948-06-30T00:00Z	1948	6	30	48-06-30	ravine; wooded	NA	NA	NA	NA	CA	Alberta	NA	NA	Clover Bar	"Wooded ravine on Glenbrook Farm, North Clover Bar."	NA	NA	NA	NA	Canadian Geographical Names Data Base	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1209656863	University of Alberta Museums	ALTA-VP	PRESERVED_SPECIMEN	20	"Andressen, Kesia | Mayor, Stephen | Tabacaru, C. A."		dried and pressed	Populus tremuloides/ Picea glauca	NA	2009-06-26T00:00Z	2009	6	26	09-06-26	forest; mixed	NA	NA	NA	NA	CA	Alberta	NA	NA	English Bay	"Northwest of Cold Lake, north of Twp 650, 1.5 km south of Primrose Lk. Rd. towards English Bay Rec Area. Populus tremuloides/ Picea glauca forest"	NA	NA	NA	NA	Canadian Geographical Names Data Base	NA	54.61508	-110.20488	180	NA	NA	NA	unknown	Amelanchier alnifolia (Nutt.) Nutt.
986394895	University of Alberta Museums	ALTA-VP	PRESERVED_SPECIMEN	4572	"Fabijan, Dorothy M. | Miller, Brittney | Zuo, Yini"		dried and pressed	NA	NA	2012-06-07T00:00Z	2012	6	7	12-06-07	depression	NA	NA	NA	NA	CA	Alberta	NA	NA	Golden Ranches	"Golden Ranches, Nature Conservancy of Canada property on east shore of Cooking Lake. At edge of water in small depression in open pasture."	734 m (gps)	NA	NA	NA	Nature Conservancy of Canada	NA	53.43393	-112.96543	153	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1146297436	UAM	Plant specimens (ALA)	PRESERVED_SPECIMEN	NA	"Collector(s): Stanley L. Welsh, Glen Moore"		whole organism	NA	NA	NA	NA	NA	NA	24-Jun-66	"in Aspen, Spruce, Willow community"	NA	NA	NA	NA	CA	Yukon Territory	NA	NA	"Alaska Highway, mile 886"	NA	NA	NA	NA	NA	unknown	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1248743369	Universit̩ Laval	QFA	PRESERVED_SPECIMEN	12152	"Looman, Jan"	NA	mounted	NA	NA	1969-05-13T00:00Z	1969	5	13	13 mai 1969	Brush.	NA	NA	NA	NA	CA	Saskatchewan	NA	NA	Saskatchewan Landing.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1248743396	Universit̩ Laval	QFA	PRESERVED_SPECIMEN	7112	"Dumais, Madeleine; Kempnisky, R."	NA	mounted	NA	NA	1974-06-26T00:00Z	1974	6	26	26 juin 1974	Talus slopes - ridge - half slope - west facing - north of creek.	NA	NA	NA	NA	CA	Alberta	NA	NA	Grizzly Creek - 28 mi. S. of the Trans-Canada Hwy. (Hwy. #1) Kananaskis Range - on the Kananaskis River - Coleman Road	NA	NA	NA	NA	NA	NA	NA	50.75	-115.16667	NA	NA	NA	degr̩es minutes secondes	unknown	Amelanchier alnifolia (Nutt.) Nutt.
466074242	University of British Columbia	UBC	PRESERVED_SPECIMEN	NA	S. Albright	NA	NA	NA	NA	1981-07-24T00:00Z	1981	7	24	NA	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	Iskut	NA	NA	NA	NA	NA	NA	NA	57.5	-129.59	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
466306813	University of British Columbia	UBC	PRESERVED_SPECIMEN	NA	J.R. Smith	NA	NA	NA	NA	2003-05-12T00:00Z	2003	5	12	NA	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	Penticton end of Yellow Lake along Hwy. 3	NA	NA	NA	NA	NA	NA	NA	49.33333	-119.75	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
466345962	University of British Columbia	UBC	PRESERVED_SPECIMEN	NA	John Davidson	NA	NA	NA	NA	1913-05-04T00:00Z	1913	5	4	NA	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Between Colebrook and Whiterock, by railway"	NA	NA	NA	NA	NA	NA	NA	49	-123	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
918835295	University of British Columbia	UBC	PRESERVED_SPECIMEN	1481	Wynne Gorman	NA	mounted	NA	NA	1979-08-12T00:00Z	1979	8	12	1979 Aug 12	western hemlock forest	NA	NA	NA	NA	CA	British Columbia	NA	NA	"North bank of Iskut River, ca. 15 km northwest from junction with Forrest Kerr River,"	NA	320-415 m	NA	NA	NA	NA	NA	56.5	-130.5	NA	NA	NA	NA	unknown	Amelanchier alnifolia (Nutt.) Nutt.
918963394	University of British Columbia	UBC	PRESERVED_SPECIMEN	s.n.	John Davidson	NA	mounted	NA	NA	1915-05-16T00:00Z	1915	5	16	1915 May 16	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	Three Sisters Valley [Three Sisters Creek]	NA	NA	NA	NA	NA	NA	NA	50.64973762	-120.5509612	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
918963427	University of British Columbia	UBC	PRESERVED_SPECIMEN	s.n.	John Davidson	NA	mounted	NA	NA	1911-06-22T00:00Z	1911	6	22	1911 Jun 22	Rocky coast	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Vancouver, Caulfeilds"	NA	NA	NA	NA	NA	NA	NA	49.34971322	-122.7509903	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
918967403	University of British Columbia	UBC	PRESERVED_SPECIMEN	s.n.	A. Holman	NA	mounted	NA	NA	1916-05-18T00:00Z	1916	5	18	1916 May 18	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Kootenay Lake, Riondel"	NA	NA	NA	NA	NA	NA	NA	49.76645428	-115.1507872	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
918967409	University of British Columbia	UBC	PRESERVED_SPECIMEN	s.n.	R. Glendenning	NA	mounted	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Vancouver Island, Cowichan"	NA	NA	NA	NA	NA	NA	NA	48.86638383	-122.6843073	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
918967422	University of British Columbia	UBC	PRESERVED_SPECIMEN	s.n.	W. Taylor	NA	mounted	NA	NA	1912-05-02T00:00Z	1912	5	2	1912 May 02	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	Anvil Island	NA	NA	NA	NA	NA	NA	NA	49.53333	-122.7	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
894996403	University of Lethbridge	LEA	PRESERVED_SPECIMEN	NA	"165 P. Warrington, J. Nagy"	NA	NA	aspen and spruce	NA	1969-07-13T00:00Z	1969	7	13	NA	moist aspen and spruce forest	NA	shrub 7 ft.	NA	NA	CA	Alberta	NA	NA	Hinton; north gate Jasper	NA	NA	NA	NA	NA	NA	NA	53.23333	-117.81667	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
894996408	University of Lethbridge	LEA	PRESERVED_SPECIMEN	NA	"2392 J. Nagy, W. Blais"	NA	NA	NA	NA	1969-07-30T00:00Z	1969	7	30	NA	dry rocky & grassy N.E. watersed	NA	"shrub, 1 - 1 1/2 ', fruit"	NA	NA	CA	Alberta	NA	NA	Oil Basin end Mt. Galwey	NA	5800 feet	NA	NA	NA	NA	NA	49.15	-113.95	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
894996411	University of Lethbridge	LEA	PRESERVED_SPECIMEN	NA	2996 W. Blais	NA	NA	NA	NA	1969-08-20T00:00Z	1969	8	20	NA	dry meadow	NA	"shrub, ht. 2-5 ft.; fruit"	NA	NA	CA	Alberta	NA	NA	Chief Mnt. Customs	NA	5200 feet	NA	NA	NA	NA	NA	49	-113.66667	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
894996451	University of Lethbridge	LEA	PRESERVED_SPECIMEN	NA	"477 Nagy, Blais"	NA	NA	NA	NA	1969-05-26T00:00Z	1969	5	26	NA	south 40��_ slope. Open areas of dense bush.	NA	Shrub. Height: 4-6 feet.	NA	NA	CA	Alberta	NA	NA	Lower Bertha Falls	NA	4700 feet	NA	NA	NA	NA	NA	49.03333	-113.91667	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
813253566	Royal Ontario Museum (ROM)	TRT	PRESERVED_SPECIMEN	NA	"Garton, C.E."	NA	NA	NA	NA	1957-07-26T00:00Z	1957	7	26	NA	NA	NA	NA	NA	NA	CA	Ontario	Rainy River Dist.	NA	"Quetico Park, Basswood Lake, old skid site 1 mile N of Canadain Point."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
813273213	Royal Ontario Museum (ROM)	TRT	PRESERVED_SPECIMEN	NA	"Garton, C.E."	NA	NA	NA	NA	1975-07-16T00:00Z	1975	7	16	NA	NA	NA	NA	NA	NA	CA	Ontario	Thunder Bay Dist.	NA	"Blake Tp., NE corner of Squaretop Mt., just S of Blake/Paipoonge Townline, 4 km SW of Thunder Bay City"	NA	NA	NA	NA	NA	NA	NA	48.26667	-89.4	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
813275291	Royal Ontario Museum (ROM)	TRT	PRESERVED_SPECIMEN	NA	"Dawson, J."	NA	NA	NA	NA	1971-07-04T00:00Z	1971	7	4	NA	NA	NA	NA	NA	NA	CA	Ontario	NA	NA	"Ottawa, Rockcliffe Park"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
813298416	Royal Ontario Museum (ROM)	TRT	PRESERVED_SPECIMEN	NA	"Whiting, R.E."	NA	NA	NA	NA	1970-05-11T00:00Z	1970	5	11	NA	NA	NA	NA	NA	NA	CA	Ontario	Muskoka D. M.	NA	"Morrison Tp., GRE Lot 2, 0.375 mi NE of Severn Bridge"	NA	NA	NA	NA	NA	NA	NA	44.78333	-79.33333	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
813307516	Royal Ontario Museum (ROM)	TRT	PRESERVED_SPECIMEN	NA	"Baldwin, W.K.W.; Breitung, A.J."	NA	NA	NA	NA	1952-07-17T00:00Z	1952	7	17	NA	NA	NA	NA	NA	NA	CA	Ontario	Cochrane Dist.	NA	"Matheson, near McDougal Falls on Black River."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
813315614	Royal Ontario Museum (ROM)	TRT	PRESERVED_SPECIMEN	NA	"Baldwin, W.K.W."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CA	Ontario	Kenora Dist.	NA	"Lac Seul, near Hudson's Bay Company Post"	NA	NA	NA	NA	NA	NA	NA	50.31667	-92.28333	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
813318518	Royal Ontario Museum (ROM)	TRT	PRESERVED_SPECIMEN	NA	"Krotkov, P.V."	NA	NA	NA	NA	1935-07-14T00:00Z	1935	7	14	NA	NA	NA	NA	NA	NA	CA	Ontario	Bruce Co.	NA	"Bruce Peninsula, Tobermory Hwy"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
768405146	University of British Columbia	UBC	PRESERVED_SPECIMEN	NA	W.A. Newcombe	NA	NA	NA	NA	1914-05-02T00:00Z	1914	5	2	NA	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Chilcotin District, Hanceville"	NA	NA	NA	NA	NA	NA	NA	51.91667	-123.03333	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
768405148	University of British Columbia	UBC	PRESERVED_SPECIMEN	NA	L.B. Boggs	NA	NA	NA	NA	1916-06-14T00:00Z	1916	6	14	NA	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	Penticton	NA	NA	NA	NA	NA	NA	NA	49.5	-119.58333	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
668795279	Universit̩ Laval	QFA	PRESERVED_SPECIMEN	16	"Cinq-Mars, Lionel; Louis-Marie, p̬re"	NA	mounted	NA	NA	1955-09-13T00:00Z	1955	9	13	13 septembre 1955	Pin̬de sablonneuse pr̬s du lac.	NA	NA	NA	NA	CA	Qu̩bec	NA	NA	"Comt̩ Deux-montagnes, la Trappe."	NA	NA	NA	NA	NA	NA	NA	45.49472	-74.025	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
668795286	Universit̩ Laval	QFA	PRESERVED_SPECIMEN	NA	"Louis-Marie, p̬re"	NA	mounted	NA	NA	1956-09-29T00:00Z	1956	9	29	29 septembre 1956	"Pr̬s de l'institut sur le sol ""rapport̩"" venant de la pin̬de."	NA	NA	NA	NA	CA	Qu̩bec	NA	NA	Comt̩ des Deux-Montagnes. la Trappe	NA	NA	NA	NA	NA	NA	NA	45.49472	-74.025	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
668795298	Universit̩ Laval	QFA	PRESERVED_SPECIMEN	B-6	"Cinq-Mars, Lionel"	NA	mounted	NA	NA	1960-07-02T00:00Z	1960	7	2	02 juillet 1960	Plant̩ dans le Morgan Arboretum	NA	NA	NA	NA	CA	Qu̩bec	NA	NA	"Comt̩ de Jacques-Cartier, Ste-Anne-de-Bellevue"	NA	NA	NA	NA	NA	NA	NA	45.4325	-73.94472	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
575166166	E	E	PRESERVED_SPECIMEN	NA	"Rose, A."	NA	herbarium specimen of unspecified type	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CA	[British Columbia]	NA	NA	NA	NA	710 M	NA	NA	NA	NA	NA	49.03333	-118.58333	NA	NA	NA	degrees minutes seconds	NA	Amelanchier alnifolia var. cusickii (Fern.) C.L. Hitchc.
473410964	Universit̩ de Montr̩al Biodiversity Centre	MT	PRESERVED_SPECIMEN	NA	"Sabourin, Andr̩; Lapointe, Andr̩"	NA	mounted	NA	NA	2002-06-27T00:00Z	2002	6	27	27/6/2002	"B̩tulaie, strate arbustive sylvestre"	NA	NA	NA	NA	CA	Qu̩bec	NA	NA	Muskuuchii Area	NA	NA	NA	NA	NA	NA	NA	50.12917	-78.80944	NA	NA	NA	NA	unknown	Amelanchier alnifolia (Nutt.) Nutt.
473415898	Universit̩ de Montr̩al Biodiversity Centre	MT	PRESERVED_SPECIMEN	LBr-138b	"Brisson, Laurent"	NA	mounted	NA	NA	2005-06-25T00:00Z	2005	6	25	05-06-25	Sables	NA	NA	NA	NA	CA	Qu̩bec	Rimouski-Neigette	Rimouski	Parc du Bic - Rimouski	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
466048720	University of British Columbia	UBC	PRESERVED_SPECIMEN	NA	Corinne J. Selby	NA	NA	NA	NA	1977-07-20T00:00Z	1977	7	20	NA	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	"east thistle meadow, Relay Creek valley, west of fenced meadows."	NA	NA	NA	NA	NA	NA	NA	51.18333	-122.96667	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
466290942	University of British Columbia	UBC	PRESERVED_SPECIMEN	NA	Vernon C. Brink	NA	NA	NA	NA	1943-07-26T00:00Z	1943	7	26	NA	NA	NA	NA	NA	NA	CA	Yukon Territory	NA	NA	Whitehorse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
466290950	University of British Columbia	UBC	PRESERVED_SPECIMEN	NA	"Hugh M. Raup, D.S. Correll"	NA	NA	NA	NA	1943-08-04T00:00Z	1943	8	4	NA	NA	NA	NA	NA	NA	CA	Yukon Territory	NA	NA	Vicinity of the upper crossing of Liard River	NA	NA	NA	NA	NA	NA	NA	60.05	-128.86667	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
78348155	CMN	CAN	PRESERVED_SPECIMEN	NA	"Raup, Hugh M.; Correll, Donovan S."	NA	NA	NA	NA	1943-06-20T00:00Z	1943	6	20	NA	NA	NA	NA	NA	NA	CA	British Columbia	Peace River Land Distr.	NA	N. bank of River.	NA	NA	NA	NA	NA	NA	NA	57.233	-122.717	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
78348951	CMN	CAN	PRESERVED_SPECIMEN	NA	"Brayshaw, Thomas C.; Merilees, W. J."	NA	NA	NA	NA	1963-07-16T00:00Z	1963	7	16	NA	NA	NA	NA	NA	NA	CA	British Columbia	Cariboo Land Distr.	NA	"Prince George, S. slope."	NA	NA	NA	NA	NA	NA	NA	53.917	-122.75	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
768403493	University of British Columbia	UBC	PRESERVED_SPECIMEN	NA	"E.R. Manton, K. McGrath, C. Maskos"	NA	NA	NA	NA	2011-06-06T00:00Z	2011	6	6	NA	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Vancouver Island, Capital Regional District, View Royal, Nursery Hill Park"	NA	NA	NA	NA	NA	NA	NA	48.46077	-123.46213	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
