gbifID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	genericName	typifiedName	protocol	lastParsed	lastCrawled	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
51738162	OSC	ORE	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	ORE10360	NA	A.R. Kausch	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1963-07-27T00:00Z	NA	NA	NA	1963	7	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NORTH_AMERICA	NA	NA	NA	US	Oregon	Lane	NA	Cascade Mountains.	NA	NA	NA	NA	NA	NA	NA	43.8569	-122.1542	273000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Liston, A."	1999-01-01T00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Abies procera Rehd.	NA	NA	NA	NA	NA	NA	NA	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	NA	procera	NA	SPECIES	NA	NA	NA	NA	NA	NA	84aa5ee4-f762-11e1-a439-00145eb45e9a	US	2016-04-17T15:20Z	1158.24	0	NA	NA	NA	NA	GEODETIC_DATUM_ASSUMED_WGS84	NA	TRUE	FALSE	2685308	6	7707728	194	640	3925	2684876	NA	2685308	Abies procera	Abies	NA	DIGIR	2014-05-29T11:28Z	2015-07-16T12:24Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
51738193	OSC	ORE	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	ORE114952	NA	L.F. Henderson	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1936-07-19T00:00Z	NA	NA	NA	1936	7	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NORTH_AMERICA	NA	NA	NA	US	Oregon	Lane	NA	head of Avenue Creek.	NA	NA	NA	NA	NA	NA	NA	44.1229	-122.1078	804.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Liston, A."	1999-01-07T00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Abies procera Rehd.	NA	NA	NA	NA	NA	NA	NA	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	NA	procera	NA	SPECIES	NA	NA	NA	NA	NA	NA	84aa5ee4-f762-11e1-a439-00145eb45e9a	US	2016-04-17T15:20Z	NA	NA	NA	NA	NA	NA	GEODETIC_DATUM_ASSUMED_WGS84	NA	TRUE	FALSE	2685308	6	7707728	194	640	3925	2684876	NA	2685308	Abies procera	Abies	NA	DIGIR	2015-05-14T14:15Z	2015-07-16T12:24Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
51738237	OSC	ORE	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	ORE1904	NA	Lilla Leach	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1933-08-01T00:00Z	NA	NA	NA	1933	8	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NORTH_AMERICA	NA	NA	NA	US	Oregon	Linn	NA	"Hunt's Cove, Mt. Jefferson area."	NA	NA	NA	NA	NA	NA	NA	44.6289	-121.8192	4828.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Liston, A."	1999-01-07T00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Abies procera Rehd.	NA	NA	NA	NA	NA	NA	NA	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	NA	procera	NA	SPECIES	NA	NA	NA	NA	NA	NA	84aa5ee4-f762-11e1-a439-00145eb45e9a	US	2016-04-17T15:20Z	NA	NA	NA	NA	NA	NA	GEODETIC_DATUM_ASSUMED_WGS84	NA	TRUE	FALSE	2685308	6	7707728	194	640	3925	2684876	NA	2685308	Abies procera	Abies	NA	DIGIR	2014-05-29T11:28Z	2015-07-16T12:24Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
51738270	OSC	ORE	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	ORE1939	NA	L.F. Henderson	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1934-09-01T00:00Z	NA	NA	NA	1934	9	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NORTH_AMERICA	NA	NA	NA	US	Oregon	NA	NA	Casc. Mts.	NA	NA	NA	NA	NA	NA	NA	43.9433	-122.0182	739000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Liston, A."	1999-01-01T00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Abies procera Rehd.	NA	NA	NA	NA	NA	NA	NA	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	NA	procera	NA	SPECIES	NA	NA	NA	NA	NA	NA	84aa5ee4-f762-11e1-a439-00145eb45e9a	US	2016-04-17T15:20Z	NA	NA	NA	NA	NA	NA	GEODETIC_DATUM_ASSUMED_WGS84	NA	TRUE	FALSE	2685308	6	7707728	194	640	3925	2684876	NA	2685308	Abies procera	Abies	NA	DIGIR	2014-05-29T11:28Z	2015-07-16T12:24Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
51738272	OSC	ORE	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	ORE1941	NA	L.F. Henderson	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1883-08-28T00:00Z	NA	NA	NA	1883	8	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NORTH_AMERICA	NA	NA	NA	US	Oregon	[Hood River]	NA	source of Ditch Creek; Hood River.	NA	NA	NA	NA	NA	NA	NA	45.6354	-121.677	1609.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Liston, A."	1999-01-01T00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Abies procera Rehd.	NA	NA	NA	NA	NA	NA	NA	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	NA	procera	NA	SPECIES	NA	NA	NA	NA	NA	NA	84aa5ee4-f762-11e1-a439-00145eb45e9a	US	2016-04-17T15:20Z	NA	NA	NA	NA	NA	NA	GEODETIC_DATUM_ASSUMED_WGS84	NA	TRUE	FALSE	2685308	6	7707728	194	640	3925	2684876	NA	2685308	Abies procera	Abies	NA	DIGIR	2014-05-29T11:28Z	2015-07-16T12:24Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
51738273	OSC	ORE	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	ORE1943	NA	Georgia Mason	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1959-11-01T00:00Z	NA	NA	NA	1959	11	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NORTH_AMERICA	NA	NA	NA	US	Oregon	Benton	NA	"on the East Slope, Mary's Peak; about 25 mi. from Corvallis."	NA	NA	NA	NA	NA	NA	NA	44.509	-123.538	1609.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Liston, A."	1999-01-01T00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Abies procera Rehd.	NA	NA	NA	NA	NA	NA	NA	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	NA	procera	NA	SPECIES	NA	NA	NA	NA	NA	NA	84aa5ee4-f762-11e1-a439-00145eb45e9a	US	2016-04-17T15:20Z	1158.24	0	NA	NA	NA	NA	GEODETIC_DATUM_ASSUMED_WGS84	NA	TRUE	FALSE	2685308	6	7707728	194	640	3925	2684876	NA	2685308	Abies procera	Abies	NA	DIGIR	2014-05-29T11:28Z	2015-07-16T12:24Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
51738275	OSC	ORE	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	ORE1944	NA	Lilla Leach	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1933-08-01T00:00Z	NA	NA	NA	1933	8	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NORTH_AMERICA	NA	NA	NA	US	Oregon	Linn	NA	"Hunt's Cove, Mt. Jefferson Area."	NA	NA	NA	NA	NA	NA	NA	44.6289	-121.8192	4828.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Liston, A."	1999-01-01T00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Abies procera Rehd.	NA	NA	NA	NA	NA	NA	NA	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	NA	procera	NA	SPECIES	NA	NA	NA	NA	NA	NA	84aa5ee4-f762-11e1-a439-00145eb45e9a	US	2016-04-17T15:20Z	NA	NA	NA	NA	NA	NA	GEODETIC_DATUM_ASSUMED_WGS84	NA	TRUE	FALSE	2685308	6	7707728	194	640	3925	2684876	NA	2685308	Abies procera	Abies	NA	DIGIR	2014-05-29T11:28Z	2015-07-16T12:24Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
51738509	OSC	ORE	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	ORE6604	NA	Lilla Leach	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1927-08-05T00:00Z	NA	NA	NA	1927	8	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NORTH_AMERICA	NA	NA	NA	US	Oregon	[Hood River]	NA	"near Bouncing Falls, Paradise Park Trip; Mt. Hood."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Liston, A."	1999-01-01T00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Abies procera Rehd.	NA	NA	NA	NA	NA	NA	NA	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	NA	procera	NA	SPECIES	NA	NA	NA	NA	NA	NA	84aa5ee4-f762-11e1-a439-00145eb45e9a	US	2016-04-17T15:20Z	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	2685308	6	7707728	194	640	3925	2684876	NA	2685308	Abies procera	Abies	NA	DIGIR	2014-05-29T11:28Z	2015-07-16T12:24Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
51738566	OSC	OSC	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	OSC105193	NA	"Oliver V. Matthews, Roger N. Bailey"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1956-08-01T00:00Z	NA	NA	NA	1956	8	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NORTH_AMERICA	NA	NA	NA	US	Oregon	Benton	NA	"just east of North Trail, to north of parking lot, north slope of Mary's Peak."	NA	NA	NA	NA	NA	NA	NA	44.51	-123.55	1609.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Liston, A."	1999-01-01T00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Abies procera Rehd.	NA	NA	NA	NA	NA	NA	NA	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	NA	procera	NA	SPECIES	NA	NA	NA	NA	NA	NA	84aa5ee4-f762-11e1-a439-00145eb45e9a	US	2016-04-17T15:20Z	NA	NA	NA	NA	NA	NA	GEODETIC_DATUM_ASSUMED_WGS84	NA	TRUE	FALSE	2685308	6	7707728	194	640	3925	2684876	NA	2685308	Abies procera	Abies	NA	DIGIR	2014-05-29T11:28Z	2015-07-16T12:24Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
51738581	OSC	OSC	NA	NA	PRESERVED_SPECIMEN	NA	NA	NA	NA	OSC105824	NA	K.C. Swedberg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1959-09-26T00:00Z	NA	NA	NA	1959	9	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NORTH_AMERICA	NA	NA	NA	US	Oregon	Jefferson	NA	east of Cabot Lake.	NA	NA	NA	NA	NA	NA	NA	44.574	-121.7655	804.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Liston, A."	1999-01-01T00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Abies procera Rehd.	NA	NA	NA	NA	NA	NA	NA	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	NA	procera	NA	SPECIES	NA	NA	NA	NA	NA	NA	84aa5ee4-f762-11e1-a439-00145eb45e9a	US	2016-04-17T15:20Z	1371.6	0	NA	NA	NA	NA	GEODETIC_DATUM_ASSUMED_WGS84	NA	TRUE	FALSE	2685308	6	7707728	194	640	3925	2684876	NA	2685308	Abies procera	Abies	NA	DIGIR	2014-05-29T11:28Z	2015-07-16T12:24Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
